"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","2011",,,,,,,"154","7","113","7",,,,,,,,,,,,,,,,,,,,,"4.96",",7,0829,",,,,,,,,,,,,,,,,,,,,,,,,,,,"54.61",",7",,,,,,,,,,,,,,,,,,,,
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","2012",,,,,,,"148","7","94","7",,,,,,,,,,,,,,,,,,,,,"2.67",",7,0919,",,,,,,,,,,,,,,,,,,,,,,,,,,,"43.00",",7",,,,,,,,,,,,,,,,,,,,
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","2013",,,,,,,"148","7","91","7","117",,"23","7",,,,,,,,,,,,,"14",",7,0101,","8.0",",7,1215,","2.43",",7,0810,",,,,,,,,,,,,,,,,,,,,,,,,,,,"43.45",",7","58.3",",7",,,,,,,,,,,,,,,,,,
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","2014",,,,,,,"146","7","92","7","125",,"24","7",,,,,,,,,,,,,"26",",7,0313,","16.0",",7,0313,+","2.38",",7,0822,",,,,,,,,,,,,,,,,,,,,,,,,,,,"48.09",",7","114.8",",7",,,,,,,,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","2010",,,"666",,"666","0","170","0","97","0","99",,"18","0","12","0","151","0","55","0","120","0","16","0","-10","0,0110,","25",",0,0103,","20.5",",0,0103,","2.35",",0,1016,","98","0,0709,","32","0,1003","28","0,1019","23","0,1103","15","0,1125","15","0,1125","30","0,0513","28","0,0511","23","0,0328","10","0,0327","10","0,0327","6908",,"6908","0","46.54",",0","96.2",",0","47.5","0","57.2","0","37.8","0",,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","2011",,,"641",,"641","7","178","7","108","7",,,,,"19","7","136","7","49","7","134","7","9","7","-25","7,0124,",,,,,"2.87",",7,0829,","97","7,0722,","30","7,1006","25","7,1028","22","7,1105","18","7,1122","5","7,1218","26","7,0422","26","7,0422","21","7,0416","15","7,0329","15","7,0329","7561",,"7561","7","57.02",",7",,,"47.6","7","57.3","7","37.9","7",,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","2012",,,"715",,"715","7","162","7","96","7","55",,"14","7","6","7","140","7","36","7","139","7","14","7","-9","7,0116,","20",",7,1230,","9.6",",7,1230,","2.97",",7,0905,","97","7,0622,","25","7,1013","25","7,1013","23","7,1106","19","7,1107","5","7,1130","31","7,0506","27","7,0430","24","7,0429","20","7,0327","10","7,0307","6187",,"6187","7","40.38",",7","56.5",",7","49.2","7","59.1","7","39.3","7",,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","2013",,,"596",,"596","7","174","7","94","7","101",,"19","7","18","7","155","7","58","7","134","7","11","7","-12","7,0124,+","16",",7,0101,","7.6",",7,0209,","2.10",",7,0524,","96","7,0718,","29","7,1024","22","7,1029","22","7,1029","17","7,1104","16","7,1124","31","7,0514","26","7,0422","22","7,0406","18","7,0322","16","7,0319","6939",,"6939","7","47.00",",7","62.4",",7","46.6","7","56.2","7","36.9","7",,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","2010",,,"502",,"502","0","171","0","88","0","84",,"15","0","8","0","154","0","57","0","127","0","5","0","-11","0,0131,+","12",",0,0103,","10.2",",0,0428,","3.20",",0,1001,","91","0,0708,+","29","0,1010","26","0,1019","23","0,1103","15","0,1125","15","0,1125","29","0,0513","26","0,0511","21","0,0328","11","0,0327","11","0,0327","6963",,"6963","0","41.62",",0","54.5",",0","47.1","0","56.9","0","37.3","0",,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","2011",,,"462",,"462","7","185","7","95","7","118",,"24","7","20","7","151","7","61","7","129","7","4","7","-26","7,0124,","25",",7,0307,","20.1",",7,0307,","4.74",",7,0527,","94","7,0722,","29","7,1006","28","7,1028","24","7,1029","18","7,1106","15","7,1122","30","7,0501","24","7,0422","24","7,0422","19","7,0408","10","7,0329","7678",,"7678","7","51.27",",7","111.5",",7","46.4","7","56.6","7","36.2","7",,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","2012",,,"462",,"462","7","164","7","83","7","82",,"23","7","8","7","149","7","45","7","140","7","2","7","-16","7,0116,","7",",7,1231,+","5.1",",7,1227,","1.77",",7,0705,","92","7,0622,","30","7,1009","24","7,1013","24","7,1013","15","7,1107","15","7,1107","32","7,0512","24","7,0430","24","7,0430","20","7,0401","15","7,0307","6503",,"6503","7","34.11",",7","57.7",",7","47.7","7","58.3","7","37.2","7",,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","2013",,,"487",,"487","7","178","7","88","7","99",,"23","7","19","7","167","7","58","7","137","7","5","7","-22","7,0124,","9",",7,1215,","9.3",",7,1215,","2.13",",7,0913,","92","7,0720,+","32","7,0917","26","7,1024","18","7,1029","18","7,1029","16","7,1104","27","7,0515","27","7,0515","24","7,0423","20","7,0406","16","7,0325","7275",,"7275","7","38.26",",7","82.0",",7","45.6","7","55.8","7","35.3","7",,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","2014",,,"355",,"355","7","169","7","96","7","135",,"29","7","34","7","153","7","66","7","126","7","1","7","-21","7,0104,","22",",7,0313,","13.9",",7,0313,","1.76",",7,0517,","92","7,0702,","29","7,0919","28","7,1103","18","7,1115","18","7,1115","15","7,1120","29","7,0508","27","7,0425","22","7,0420","16","7,0417","16","7,0417","8038",,"8038","7","41.27",",7","108.0",",7","44.5","7","55.2","7","33.8","7",,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","2015",,,"487",,"487","7","165","7","81","7","103",,"29","7","39","7","154","7","65","7","144","7","2","7","-27","7,0224,","19",",7,0222,","6.2",",7,0202,","3.21",",7,0930,","91","7,0730,","30","7,1004","22","7,1018","22","7,1018","18","7,1019","16","7,1118","32","7,0521","23","7,0416","23","7,0416","19","7,0408","12","7,0402","8051",,"8051","7","43.11",",7","77.7",",7","45.1","7","56.5","7","33.7","7",,,,,,,,,,,,
"USC00437098","SALISBURY 2 N, VT US","43.9256","-73.0992","128.0","2010",,,"655",,"655","0","125","0","91","0","93",,"19","0","9","0","167","0","49","0","138","0","22","0","-8","0,0110,","22",",0,0224,","17.0",",0,0224,","4.47",",0,1001,","98","0,0708,","31","0,1003","27","0,1010","19","0,1103","19","0,1103","16","0,1125","26","0,0513","26","0,0513","24","0,0511","11","0,0327","11","0,0327","6711",,"6711","0","46.71",",0","72.0",",0","48.0","0","59.7","0","36.3","0",,,,,,,,,,,,
"USC00437098","SALISBURY 2 N, VT US","43.9256","-73.0992","128.0","2011",,,"575",,"575","7",,,,,"95",,"26","7","19","7","158","7","45","7","143","7","14","7","-24","7,0124,","35",",7,0307,","19.0",",7,0307,",,,"98","7,0722,","31","7,0917","26","7,1006","21","7,1028","19","7,1105","14","7,1122","29","7,0511","22","7,0510","22","7,0510","19","7,0407","15","7,0329","7472",,"7472","7",,,"93.6",",7","47.5","7","59.6","7","35.4","7",,,,,,,,,,,,
"USC00437098","SALISBURY 2 N, VT US","43.9256","-73.0992","128.0","2012",,,"569",,"569","7","127","7","88","7","32",,"16","7","3","7","157","7","23","7","158","7","22","7","-7","7,0116,","15",",7,1230,+","11.0",",7,1227,","2.28",",7,0529,","97","7,0804,","31","7,0920","20","7,1013","20","7,1013","20","7,1013","15","7,1116","32","7,0512","27","7,0506","22","7,0430","20","7,0429","12","7,0327","6016",,"6016","7","39.54",",7","41.7",",7","49.2","7","61.9","7","36.4","7",,,,,,,,,,,,
"USC00437098","SALISBURY 2 N, VT US","43.9256","-73.0992","128.0","2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7246",,"7246","7",,,,,,,,,,,,,,,,,,,,,,
"US1VTWS0022","WARREN 3.3 SSE, VT US","44.0679019","-72.833595","502.3","2014",,,,,,,"150","N","104","N",,,,,,,,,,,,,,,,,,,,,"2.28",",N,1210,",,,,,,,,,,,,,,,,,,,,,,,,,,,"54.76",",N",,,,,,,,,,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","2010",,,,,,,"118","0","78","0","88",,"6","0",,,,,,,,,,,,,"18",",0,0228,","12.5",",0,0225,+","3.32",",0,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"47.50",",0","39.8",",0",,,,,,,,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","2011",,,"450",,"450","7","133","7","97","7",,,,,"24","7","162","7","54","7","131","7","8","7","-22","7,0125,+",,,,,"4.54",",7,0829,","97","7,0722,","29","7,1006","28","7,1028","22","7,1105","19","7,1106","14","7,1211","31","7,0501","25","7,0423","24","7,0416","20","7,0409","14","7,0330",,,,,"55.28",",7",,,"45.7","7","57.2","7","34.2","7",,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","2012",,,"511",,"511","7","120","7","85","7",,,,,"9","7","166","7","32","7","140","7","14","7","-14","7,0117,",,,,,"1.76",",7,0530,","94","7,0718,+","24","7,1013","24","7,1013","24","7,1013","18","7,1107","14","7,1130","32","7,0513","28","7,0501","21","7,0404","20","7,0403","1","7,0307","6534",,"6534","7","41.43",",7",,,"47.9","7","59.4","7","36.2","7",,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","2013",,,"529",,"529","7","141","7","88","7","125",,,,"19","7","176","7","48","7","134","7","12","7","-16","7,0125,+","21",",7,0104,+",,,"1.89",",7,0810,","94","7,0720,+","32","7,1021","28","7,1028","19","7,1029","19","7,1029","16","7,1121","29","7,0516","23","7,0423","23","7,0423","20","7,0326","9","7,0323","7306",,"7306","7","42.59",",7",,,"45.5","7","56.7","7","34.3","7",,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","2014",,,,,,,"126","7","73","7",,,,,,,,,,,,,,,,,,,,,"2.11",",7,0626,",,,,,,,,,,,,,,,,,,,,,,,,,,,"46.37",",7",,,,,,,,,,,,,,,,,,,,
"USC00434189","JAY PEAK, VT US","44.938","-72.5022","560.8","2011",,,"153",,"153","7","174","7","149","7","129",,"56","7","21","7","154","7","83","7","81","7","0","7","-20","7,0125,+","78",",7,0310,+","22.0",",7,0307,","7.40",",7,0829,","85","7,0722,+","31","7,1026","28","7,1027","22","7,1029","17","7,1121","16","7,1124","32","7,0507","27","7,0423","24","7,0419","19","7,0416","14","7,0329","9100",,"9100","7","77.88",",7","188.6",",7","41.5","7","49.7","7","33.4","7",,,,,,,,,,,,
"USC00436500","POWNAL 1 NE, VT US","42.79167","-73.22278","338.3","2011",,,"523",,"523","7","151","7","102","7",,,,,"10","7","147","7","58","7","128","7","7","7","-18","7,0125,+",,,,,"3.49",",7,0829,","96","7,0722,","23","K,1028","23","K,1028","23","K,1028","14","7,1211","14","7,1211","28","K,0423","28","K,0423","20","7,0330","20","7,0330","13","7,0328",,,,,"60.85",",7",,,"46.9","7","56.9","7","36.9","7",,,,,,,,,,,,
"USC00436500","POWNAL 1 NE, VT US","42.79167","-73.22278","338.3","2012",,,"619",,"619","7","152","7","99","7",,,,,"6","7","147","7","35","7","135","7","12","7","-6","7,0117,+",,,,,"2.79",",7,0919,","97","7,0718,","22","7,1013","22","7,1013","22","7,1013","18","7,1106","7","7,1226","29","7,0501","27","7,0430","24","7,0404","20","7,0328","12","7,0307","6268",,"6268","7","38.50",",7",,,"48.8","7","59.3","7","38.3","7",,,,,,,,,,,,
"USC00436500","POWNAL 1 NE, VT US","42.79167","-73.22278","338.3","2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7170",,"7170",,,,,,,,,,,,,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","2010",,,"300",,"300","0","202","0","95","0","121",,"32","0","17","0","175","0","76","0","98","0","1","0","-19","0,0131,","21",",0,0114,+","8.0",",0,0103,","3.52",",0,1001,","91","0,0708,","31","0,0921","28","0,1010","24","0,1019","19","0,1120","13","0,1125","27","0,0513","27","0,0513","24","0,0511","18","0,0328","8","0,0327","8157",,"8157","0","45.54",",0","86.9",",0","43.2","0","52.3","0","34.2","0",,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","2011",,,"250",,"250","7","199","7","105","7",,,,,"31","7","166","7","73","7","104","7","0","7","-26","7,0124,",,,,,"3.59",",7,0829,","89","7,0722,","30","7,0917","21","7,1029","21","7,1029","12","7,1122","12","7,1122","32","7,0512","28","7,0501","23","7,0422","19","7,0415","14","7,0408","8841",,"8841","7","49.80",",7",,,"42.9","7","52.5","7","33.4","7",,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","2012",,,"269",,"269","7","179","7","98","7",,,,,"22","7","162","7","65","7","118","7","1","7","-18","7,0116,",,,,,"3.14",",7,0905,","90","7,0715,","32","7,0928","22","7,1013","22","7,1013","20","7,1106","12","7,1107","31","7,0518","27","7,0507","24","7,0430","17","7,0401","16","7,0330","7607",,"7607","7","44.97",",7",,,"44.2","7","54.1","7","34.2","7",,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","2013",,,"271",,"271","7","196","7","100","7","125",,"31","7","32","7","175","7","77","7","104","7","0","7","-27","7,1217,","20",",7,0108,+","9.5",",7,0320,","1.64",",7,0912,","89","7,0720,","32","7,0917","28","7,1023","24","7,1026","18","7,1029","15","7,1104","31","7,0527","25","7,0515","20","7,0422","20","7,0422","8","7,0325","8293",,"8293","7","48.80",",7","85.6",",7","41.8","7","51.5","7","32.1","7",,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","2014",,,"190",,"190","7","183","7","95","7","137",,"35","7","47","7","171","7","87","7","99","7","0","7","-30","7,0104,","26",",7,0323,+","11.5",",7,0313,","1.97",",7,0704,","87","7,0703,","32","7,0915","28","7,0919","24","7,1110","19","7,1115","15","7,1116","31","7,0519","26","7,0508","19","7,0420","19","7,0420","9","7,0417","9131",,"9131","7","43.52",",7","103.1",",7","40.4","7","50.7","7","30.1","7",,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","2015",,,"208",,"208","7","194","7","103","7","111",,"37","7","50","7","186","7","84","7","106","7","0","7","-36","7,0224,","29",",7,0225,+","7.5",",7,0128,","2.17",",7,0930,","87","7,0819,+","29","7,0926","28","7,1003","20","7,1018","20","7,1018","16","7,1019","29","7,0523","28","7,0515","20","7,0416","20","7,0416","13","7,0408","9404",,"9404","7","46.23",",7","101.5",",7","40.3","7","51.2","7","29.4","7",,,,,,,,,,,,
"US1VTCH0015","HUNTINGTON 0.7 NNE, VT US","44.33583333","-72.98416667","216.7","2013",,,,,,,"192","N","109","N",,,,,,,,,,,,,,,,,,,,,"3.08",",N,0704,",,,,,,,,,,,,,,,,,,,,,,,,,,,"49.91",",N",,,,,,,,,,,,,,,,,,,,
"US1VTCH0015","HUNTINGTON 0.7 NNE, VT US","44.33583333","-72.98416667","216.7","2015",,,,,,,"171","N","100","N",,,,,,,,,,,,,,,,,,,,,"2.06",",N,0610,",,,,,,,,,,,,,,,,,,,,,,,,,,,"44.67",",N",,,,,,,,,,,,,,,,,,,,
"US1VTCH0019","JERICHO 1.0 NNW, VT US","44.515239","-72.9925559","195.4","2012",,,,,,,"173","N","87","N",,,,,,,,,,,,,,,,,,,,,"2.92",",N,0905,",,,,,,,,,,,,,,,,,,,,,,,,,,,"43.09",",N",,,,,,,,,,,,,,,,,,,,
"US1VTCH0019","JERICHO 1.0 NNW, VT US","44.515239","-72.9925559","195.4","2013",,,,,,,"177","N","90","N",,,,,,,,,,,,,,,,,,,,,"2.42",",N,0626,",,,,,,,,,,,,,,,,,,,,,,,,,,,"50.94",",N",,,,,,,,,,,,,,,,,,,,
"US1VTCH0019","JERICHO 1.0 NNW, VT US","44.515239","-72.9925559","195.4","2014",,,,,,,"179","N","88","N",,,,,,,,,,,,,,,,,,,,,"2.35",",N,0416,",,,,,,,,,,,,,,,,,,,,,,,,,,,"41.53",",N",,,,,,,,,,,,,,,,,,,,
"US1VTCH0013","RICHMOND 3.4 SSE, VT US","44.360837","-72.963986","223.4","2010",,,,,,,"173","N","104","N",,,,,,,,,,,,,,,,,,,,,"3.90",",N,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"48.93",",N",,,,,,,,,,,,,,,,,,,,
"US1VTCH0013","RICHMOND 3.4 SSE, VT US","44.360837","-72.963986","223.4","2012",,,,,,,"161","N","96","N",,,,,,,,,,,,,,,,,,,,,"2.53",",N,0724,",,,,,,,,,,,,,,,,,,,,,,,,,,,"46.27",",N",,,,,,,,,,,,,,,,,,,,
"US1VTCH0013","RICHMOND 3.4 SSE, VT US","44.360837","-72.963986","223.4","2014",,,,,,,"163","N","94","N",,,,,,,,,,,,,,,,,,,,,"2.15",",N,0903,",,,,,,,,,,,,,,,,,,,,,,,,,,,"45.17",",N",,,,,,,,,,,,,,,,,,,,
"US1VTRT0001","WEST RUTLAND 1.2 N, VT US","43.610676","-73.046638","206.7","2011",,,,,,,"172","N","106","N",,,,,,,,,,,,,,,,,,,,,"3.93",",N,0829,",,,,,,,,,,,,,,,,,,,,,,,,,,,"53.35",",N",,,,,,,,,,,,,,,,,,,,
"US1VTRT0001","WEST RUTLAND 1.2 N, VT US","43.610676","-73.046638","206.7","2012",,,,,,,"171","N","84","N",,,,,,,,,,,,,,,,,,,,,"2.51",",N,0919,",,,,,,,,,,,,,,,,,,,,,,,,,,,"39.60",",N",,,,,,,,,,,,,,,,,,,,
"US1VTRT0001","WEST RUTLAND 1.2 N, VT US","43.610676","-73.046638","206.7","2013",,,,,,,"156","N","87","N",,,,,,,,,,,,,,,,,,,,,"3.16",",N,0708,",,,,,,,,,,,,,,,,,,,,,,,,,,,"43.40",",N",,,,,,,,,,,,,,,,,,,,
"US1VTRT0001","WEST RUTLAND 1.2 N, VT US","43.610676","-73.046638","206.7","2015",,,,,,,"162","N","88","N",,,,,,,,,,,,,,,,,,,,,"2.23",",N,0930,",,,,,,,,,,,,,,,,,,,,,,,,,,,"39.04",",N",,,,,,,,,,,,,,,,,,,,
"US1VTCH0011","UNDERHILL 5.1 NNE, VT US","44.598107","-72.918762","277.1","2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.55",",N",,,,,,,,,,,,,,,,,,,,
"USR0000VELM","ELMORE VERMONT, VT US","44.5431","-72.5294","365.8","2010",,,,,,,,,,,,,,,"9","U","160","U","70","U","105","U","6","U","-13","U,0131,",,,,,,,"94","U,0707,","32","U,1010","27","U,1019","23","U,1102","20","U,1119","16","U,1125","28","U,0513","28","U,0513","10","U,0327","10","U,0327","10","U,0327","7533",,"7533","U",,,,,"44.6","U","53.6","U","35.6","U",,,,,,,,,,,,
"USR0000VELM","ELMORE VERMONT, VT US","44.5431","-72.5294","365.8","2011",,,"272",,"272","U",,,,,,,,,"26","U","163","U","66","U","112","U","2","U","-21","U,0124,",,,,,,,"91","U,0721,","32","U,1006","28","U,1028","24","U,1029","18","U,1121","14","U,1122","31","U,0501","22","U,0416","22","U,0416","17","U,0408","13","U,0327",,,,,,,,,"44.0","U","53.6","U","34.4","U",,,,,,,,,,,,
"USR0000VELM","ELMORE VERMONT, VT US","44.5431","-72.5294","365.8","2012",,,"337",,"337","U",,,,,,,,,"20","U","153","U","52","U","123","U","2","U","-18","U,0116,",,,,,,,"90","U,0804,+","31","U,1009","26","U,1013","19","U,1106","19","U,1106","15","U,1107","31","U,0507","28","U,0430","21","U,0401","15","U,0327","15","U,0327","6938",,"6938","U",,,,,"45.4","U","55.5","U","35.4","U",,,,,,,,,,,,
"USR0000VELM","ELMORE VERMONT, VT US","44.5431","-72.5294","365.8","2013",,,,,,,,,,,,,,,"24","U","172","U","69","U","112","U","1","U","-22","U,1217,",,,,,,,"90","U,0719,","32","U,1009","28","U,1026","20","U,1029","20","U,1029","16","U,1113","31","U,0527","28","U,0515","21","U,0422","19","U,0406","8","U,0325","7915",,"7915","U",,,,,"43.1","U","52.7","U","33.5","U",,,,,,,,,,,,
"USR0000VELM","ELMORE VERMONT, VT US","44.5431","-72.5294","365.8","2014",,,"246",,"246","U",,,,,,,,,"36","U","159","U","84","U","104","U","0","U","-20","U,0121,+",,,,,,,"88","U,0702,+","30","U,0919","26","U,1103","24","U,1114","20","U,1118","16","U,1128","30","U,0508","22","U,0420","22","U,0420","13","U,0417","13","U,0417",,,,,,,,,"42.1","U","51.9","U","32.3","U",,,,,,,,,,,,
"USR0000VELM","ELMORE VERMONT, VT US","44.5431","-72.5294","365.8","2015",,,"331",,"331","U",,,,,,,,,"43","U","159","U","71","U","125","U","1","U","-30","U,0224,",,,,,,,"90","U,0729,","31","U,1004","25","U,1017","23","U,1018","18","U,1019","16","U,1124","28","U,0425","28","U,0425","24","U,0416","17","U,0408","12","U,0402","8485",,"8485","U",,,,,"42.8","U","53.6","U","32.0","U",,,,,,,,,,,,
"USC00438172","SUTTON 2 NE, VT US","44.6649","-72.0232","304.8","2010",,,"169",,"169","0","204","0","94","0",,,"33","0","22","0","203","0","76","0","98","0","3","0","-20","0,0131,+",,,"9.0",",0,0103,","3.03",",0,1001,","91","0,0708,","31","0,0920","28","0,0921","24","0,1010","17","0,1103","16","0,1120","28","0,0517","28","0,0517","24","0,0513","20","0,0414","6","0,0328","8879",,"8879","0","45.05",",0","97.4",",0","40.9","0","52.1","0","29.7","0",,,,,,,,,,,,
"USC00438172","SUTTON 2 NE, VT US","44.6649","-72.0232","304.8","2011",,,"118",,"118","7","205","7","106","7",,,,,"44","7","196","7","80","7","107","7","1","7","-32","7,0125,",,,,,"3.76",",7,0829,","90","7,0722,","27","7,0917","27","7,0917","24","7,1007","18","7,1029","15","7,1106","32","7,0604","26","7,0502","20","7,0423","20","7,0423","14","7,0409","9688",,"9688","7","56.78",",7",,,"40.0","7","52.0","7","28.0","7",,,,,,,,,,,,
"USC00438172","SUTTON 2 NE, VT US","44.6649","-72.0232","304.8","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8522",,"8522","7",,,,,,,,,,,,,,,,,,,,,,
"USC00438172","SUTTON 2 NE, VT US","44.6649","-72.0232","304.8","2013",,,"196",,"196","7","196","7","105","7","134",,"33","7","47","7","220","7","90","7","102","7","0","7","-30","7,0125,+","16",",7,0320,","7.6",",7,1215,","2.41",",7,0630,","89","7,0912,+","29","7,0906","28","7,0917","24","7,1024","14","7,1029","14","7,1029","31","7,0605","28","7,0528","22","7,0516","20","7,0426","16","7,0422",,,,,"51.26",",7","102.9",",7","38.9","7","50.8","7","27.0","7",,,,,,,,,,,,
"USC00438172","SUTTON 2 NE, VT US","44.6649","-72.0232","304.8","2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10441",,"10441","7",,,,,,,,,,,,,,,,,,,,,,
"USC00436391","PLAINFIELD, VT US","44.2763","-72.4154","243.8","2010",,,"378",,"378","0","157","0","90","0","96",,,,"15","0","173","0","63","0","119","0","13","0","-9","0,0201,+","13",",0,0225,",,,"3.46",",0,1001,","98","0,0708,","30","0,0921","27","0,1010","23","0,1019","19","0,1103","13","0,1125","32","0,0517","28","0,0513","24","0,0414","20","0,0412","13","0,0328","7305",,"7305","0","41.74",",0",,,"44.8","0","55.8","0","33.8","0",,,,,,,,,,,,
"USC00436391","PLAINFIELD, VT US","44.2763","-72.4154","243.8","2011",,,"231",,"231","7","166","7","95","7",,,,,"36","7","179","7","71","7","116","7","3","7","-33","7,0125,",,,,,"5.22",",7,0527,","92","7,0723,","30","7,0917","26","7,1006","22","7,1029","18","7,1105","16","7,1106","30","7,0510","27","7,0501","22","7,0422","18","7,0409","14","7,0408","8957",,"8957","7","52.73",",7",,,"42.2","7","54.0","7","30.4","7",,,,,,,,,,,,
"USC00436391","PLAINFIELD, VT US","44.2763","-72.4154","243.8","2012",,,"278",,"278","7","159","7","83","7",,,,,"19","7","185","7","57","7","126","7","6","7","-22","7,0117,+",,,,,"1.70",",7,0626,","92","7,0805,","31","7,0917","21","7,1013","21","7,1013","13","7,1107","13","7,1107","31","7,0518","28","7,0512","22","7,0430","20","7,0429","16","7,0327","7691",,"7691","7","36.96",",7",,,"44.1","7","56.4","7","31.8","7",,,,,,,,,,,,
"USC00436391","PLAINFIELD, VT US","44.2763","-72.4154","243.8","2013",,,,,,,"158","7","89","7",,,,,,,,,,,,,,,,,,,,,"1.56",",7,0702,",,,,,,,,,,,,,,,,,,,,,,,"8477",,"8477","7","40.63",",7",,,,,,,,,,,,,,,,,,,,
"USC00436391","PLAINFIELD, VT US","44.2763","-72.4154","243.8","2015",,,"216",,"216","7","146","7","90","7","104",,"26","7","59","7","196","7","80","7","126","7","1","7","-29","7,0225,+","20",",7,0226,+","4.0",",7,1229,+","2.67",",7,0720,","91","7,0730,","32","7,0926","28","7,1003","18","7,1018","18","7,1018","14","7,1019","32","7,0607","25","7,0523","22","7,0417","16","7,0409","16","7,0409",,,,,"44.98",",7","53.7",",7","40.4","7","53.6","7","27.2","7",,,,,,,,,,,,
