STATION,NAME,LATITUDE,LONGITUDE,COUNTY,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF4,FZF4_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,FZF9,FZF9_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93
USC00438556,"UNION VILLAGE DAM, VT US",43.7917,-72.2578,Orange,140.2,2006,,,,,,,,,,,,,12.0,0,,,,,,,,,,,,,,,6.0,",0,0227,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00438556,"UNION VILLAGE DAM, VT US",43.7917,-72.2578,Orange,140.2,2007,,,,,,,145.0,0,77.0,0,,,22.0,0,,,,,,,,,,,,,,,10.0,",0,0215,",1.7,",0,0416,",,,,,,,,,,,,,,,,,,,,,,,,,,,39.48,",0",,,86.7,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00438556,"UNION VILLAGE DAM, VT US",43.7917,-72.2578,Orange,140.2,2008,,,,,,,153.0,0,94.0,0,,,20.0,0,,,,,,,,,,,,,,,19.3,",0,1222,",2.41,",0,1212,",,,,,,,,,,,,,,,,,,,,,,,,,,,48.97,",0",,,85.4,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00438556,"UNION VILLAGE DAM, VT US",43.7917,-72.2578,Orange,140.2,2009,,,,,,,146.0,0,92.0,0,107.0,,19.0,0,,,,,,,,,,,,,26.0,",0,0129,",10.0,",0,0129,",2.21,",0,1025,",,,,,,,,,,,,,,,,,,,,,,,,,,,43.63,",0",,,54.0,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00438556,"UNION VILLAGE DAM, VT US",43.7917,-72.2578,Orange,140.2,2010,,,,,,,132.0,0,77.0,0,,,11.0,0,,,,,,,,,,,,,,,11.8,",0,1227,",3.52,",0,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,39.35,",0",,,33.4,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00436335,"PERU, VT US",43.26271,-72.90553,Bennington,518.2,2006,,,,,,,113.0,0,96.0,0,,,28.0,0,,,,,,,,,,,,,,,8.3,",0,0226,",3.12,",0,0713,",,,,,,,,,,,,,,,,,,,,,,,,,,,60.31,",0",,,64.0,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00431580,"CORNWALL, VT US",43.9573,-73.2106,Addison,105.2,2005,,,617.0,,617.0,0,150.0,0,90.0,0,111.0,,27.0,0,32.0,0,157.0,0,68.0,0,115.0,0,6.0,0,-24.0,"0,0129,+",12.0,",0,0313,",4.8,",0,0210,",2.14,",0,0617,",92.0,"0,0628,",30.0,"0,1021",28.0,"0,1022",21.0,"0,1112",14.0,"0,1124",14.0,"0,1124",32.0,"0,0520",28.0,"0,0513",22.0,"0,0423",19.0,"0,0416",15.0,"0,0326",7966.0,,7966.0,0,43.34,",0",,,69.1,",0",45.4,0,55.9,0,35.0,0,,,,,,,,,,,,,,,,,,
USC00431580,"CORNWALL, VT US",43.9573,-73.2106,Addison,105.2,2006,,,,,,,,,,,,,8.0,0,,,,,,,,,,,,,,,8.2,",0,0226,",,,,,,,,,,,,,,,,,,,,,,,,,6839.0,,6839.0,0,,,,,30.0,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00431580,"CORNWALL, VT US",43.9573,-73.2106,Addison,105.2,2007,,,455.0,,455.0,0,,,,,,,,,30.0,0,156.0,0,67.0,0,129.0,0,7.0,0,-20.0,"0,0308,+",,,,,,,94.0,"0,0627,",30.0,"0,1013",27.0,"0,1029",22.0,"0,1109",18.0,"0,1118",12.0,"0,1124",32.0,"0,0503",27.0,"0,0412",24.0,"0,0411",6.0,"0,0322",6.0,"0,0322",,,,,,,,,,,44.5,0,54.7,0,34.2,0,,,,,,,,,,,,,,,,,,
USC00431580,"CORNWALL, VT US",43.9573,-73.2106,Addison,105.2,2008,,,410.0,,410.0,0,,,,,,,,,13.0,0,153.0,0,54.0,0,122.0,0,4.0,0,-15.0,"0,1223,",,,,,,,93.0,"0,0611,+",32.0,"0,0923",27.0,"0,1017",23.0,"0,1102",20.0,"0,1120",10.0,"0,1123",30.0,"0,0501",26.0,"0,0416",23.0,"0,0403",10.0,"0,0401",10.0,"0,0401",7262.0,,7262.0,0,51.12,",0",,,,,45.9,0,55.9,0,35.8,0,,,,,,,,,,,,,,,,,,
USC00431580,"CORNWALL, VT US",43.9573,-73.2106,Addison,105.2,2009,,,,,,,,,,,,,13.0,0,19.0,0,152.0,0,,,,,,,-18.0,"0,0116,",,,11.0,",0,0129,",,,,,28.0,"0,1012",28.0,"0,1012",22.0,"0,1017",20.0,"0,1206",11.0,"0,1212",32.0,"0,0501",28.0,"0,0420",19.0,"0,0326",19.0,"0,0326",15.0,"0,0324",7381.0,,7381.0,0,39.09,",0",,,47.0,",0",,,,,35.1,0,,,,,,,,,,,,,,,,,,
USC00431580,"CORNWALL, VT US",43.9573,-73.2106,Addison,105.2,2010,,,583.0,,583.0,0,,,,,,,,,7.0,0,150.0,0,59.0,0,126.0,0,11.0,0,-7.0,"0,0110,",,,,,,,96.0,"0,0709,",32.0,"0,1010",22.0,"0,1103",22.0,"0,1103",19.0,"0,1125",10.0,"0,1209",30.0,"0,0513",28.0,"0,0512",21.0,"0,0328",14.0,"0,0327",14.0,"0,0327",,,,,44.12,",0",,,,,47.2,0,56.8,0,37.7,0,,,,,,,,,,,,,,,,,,
US1VTWR0002,"POMFRET 2.6 N, VT US",43.7423,-72.5255,Windsor,483.1,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.14,",N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00438637,"WAITSFIELD 2 W, VT US",44.18722,-72.87805999999999,Washington,313.3,2005,,,,,,,,,,,121.0,,47.0,0,,,,,,,,,,,,,24.0,",0,0313,+",9.0,",0,0211,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.8,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00438637,"WAITSFIELD 2 W, VT US",44.18722,-72.87805999999999,Washington,313.3,2006,,,,,,,,,,,88.0,,36.0,0,,,,,,,,,,,,,11.0,",0,0304,",6.0,",0,1231,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00438637,"WAITSFIELD 2 W, VT US",44.18722,-72.87805999999999,Washington,313.3,2009,,,,,,,,,,,107.0,,32.0,0,,,,,,,,,,,,,27.0,",0,0223,",12.0,",0,0129,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3,",0",,,,,,,,,,,,,,,,,,,,,,,,
US1VTCL0003,"GROTON 4.4 WSW, VT US",44.1944,-72.2824,Caledonia,234.7,2010,,,,,,,204.0,N,103.0,N,,,,,,,,,,,,,,,,,,,,,3.58,",N,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,51.43,",N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1VTCL0006,"DANVILLE 2.0 E, VT US",44.412178999999995,-72.100123,Caledonia,367.3,2010,,,,,,,177.0,N,88.0,N,,,,,,,,,,,,,,,,,,,,,4.01,",N,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,42.23,",N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USR0000VESS,"ESSEX JUNCTION VERMONT, VT US",44.5078,-73.1156,Chittenden,103.6,2005,,,710.0,,710.0,U,,,,,,,,,24.0,U,147.0,U,62.0,U,124.0,U,10.0,U,-19.0,"U,0122,",,,,,,,95.0,"U,0627,",31.0,"U,1020",28.0,"U,1108",24.0,"U,1111",12.0,"U,1123",12.0,"U,1123",27.0,"U,0513",27.0,"U,0513",23.0,"U,0415",16.0,"U,0326",16.0,"U,0326",,,,,,,,,,,46.4,U,56.5,U,36.4,U,,,,,,,,,,,,,,,,,,
USR0000VESS,"ESSEX JUNCTION VERMONT, VT US",44.5078,-73.1156,Chittenden,103.6,2006,,,449.0,,449.0,U,,,,,,,,,5.0,U,132.0,U,37.0,U,115.0,U,6.0,U,-7.0,"U,0226,",,,,,,,94.0,"U,0801,",32.0,"U,1013",28.0,"U,1021",23.0,"U,1122",17.0,"U,1205",10.0,"U,1208",32.0,"U,0507",24.0,"U,0428",24.0,"U,0428",13.0,"U,0320",13.0,"U,0320",6633.0,,6633.0,U,,,,,,,47.6,U,56.6,U,38.6,U,,,,,,,,,,,,,,,,,,
USR0000VESS,"ESSEX JUNCTION VERMONT, VT US",44.5078,-73.1156,Chittenden,103.6,2007,,,487.0,,487.0,U,,,,,,,,,27.0,U,148.0,U,63.0,U,128.0,U,11.0,U,-18.0,"U,0307,",,,,,,,96.0,"U,0626,",31.0,"U,1013",27.0,"U,1029",21.0,"U,1110",20.0,"U,1118",8.0,"U,1201",32.0,"U,0505",24.0,"U,0411",24.0,"U,0411",-3.0,"U,0321",-3.0,"U,0321",7243.0,,7243.0,U,,,,,,,45.2,U,55.1,U,35.2,U,,,,,,,,,,,,,,,,,,
USR0000VESS,"ESSEX JUNCTION VERMONT, VT US",44.5078,-73.1156,Chittenden,103.6,2008,,,422.0,,422.0,U,,,,,,,,,12.0,U,144.0,U,53.0,U,122.0,U,4.0,U,-10.0,"U,0229,",,,,,,,94.0,"U,0610,",32.0,"U,1007",28.0,"U,1018",23.0,"U,1102",19.0,"U,1121",14.0,"U,1123",32.0,"U,0502",26.0,"U,0415",24.0,"U,0403",11.0,"U,0330",11.0,"U,0330",6834.0,,6834.0,U,,,,,,,46.2,U,55.9,U,36.5,U,,,,,,,,,,,,,,,,,,
USR0000VESS,"ESSEX JUNCTION VERMONT, VT US",44.5078,-73.1156,Chittenden,103.6,2009,,,,,,,,,,,,,,,19.0,U,145.0,U,57.0,U,114.0,U,6.0,U,-18.0,"U,0116,",,,,,,,92.0,"U,0817,",29.0,"U,1012",28.0,"U,1015",24.0,"U,1019",19.0,"U,1208",16.0,"U,1212",32.0,"U,0526",28.0,"U,0420",24.0,"U,0415",17.0,"U,0324",14.0,"U,0323",,,,,,,,,,,45.4,U,55.3,U,35.6,U,,,,,,,,,,,,,,,,,,
USR0000VESS,"ESSEX JUNCTION VERMONT, VT US",44.5078,-73.1156,Chittenden,103.6,2010,,,604.0,,604.0,U,,,,,,,,,11.0,U,143.0,U,55.0,U,119.0,U,16.0,U,-9.0,"U,0110,",,,,,,,97.0,"U,0708,+",31.0,"U,1010",28.0,"U,1023",24.0,"U,1103",16.0,"U,1125",16.0,"U,1125",31.0,"U,0513",28.0,"U,0430",12.0,"U,0327",12.0,"U,0327",12.0,"U,0327",6511.0,,6511.0,U,,,,,,,47.7,U,57.1,U,38.4,U,,,,,,,,,,,,,,,,,,
USR0000VNUL,"NULHEGAN VERMONT, VT US",44.77,-71.7017,Essex,379.5,2005,,,282.0,,282.0,U,,,,,,,,,41.0,U,183.0,U,72.0,U,111.0,U,3.0,U,-26.0,"U,0122,",,,,,,,92.0,"U,0625,",31.0,"U,0925",26.0,"U,1021",24.0,"U,1022",18.0,"U,1112",11.0,"U,1118",32.0,"U,0521",27.0,"U,0514",19.0,"U,0422",19.0,"U,0422",9.0,"U,0327",,,,,,,,,,,42.0,U,53.8,U,30.2,U,,,,,,,,,,,,,,,,,,
USR0000VNUL,"NULHEGAN VERMONT, VT US",44.77,-71.7017,Essex,379.5,2006,,,229.0,,229.0,U,,,,,,,,,18.0,U,173.0,U,57.0,U,95.0,U,3.0,U,-15.0,"U,0211,",,,,,,,92.0,"U,0618,",29.0,"U,0911",28.0,"U,0927",24.0,"U,1007",19.0,"U,1105",14.0,"U,1122",31.0,"U,0525",26.0,"U,0508",22.0,"U,0429",19.0,"U,0409",9.0,"U,0320",8040.0,,8040.0,U,,,,,,,43.4,U,53.6,U,33.2,U,,,,,,,,,,,,,,,,,,
USR0000VNUL,"NULHEGAN VERMONT, VT US",44.77,-71.7017,Essex,379.5,2007,,,159.0,,159.0,U,,,,,,,,,44.0,U,183.0,U,87.0,U,106.0,U,2.0,U,-25.0,"U,0127,",,,,,,,91.0,"U,0802,",31.0,"U,0916",28.0,"U,1016",24.0,"U,1102",17.0,"U,1109",14.0,"U,1110",31.0,"U,0607",28.0,"U,0522",24.0,"U,0426",14.0,"U,0411",14.0,"U,0411",8475.0,,8475.0,U,,,,,,,40.1,U,51.4,U,28.7,U,,,,,,,,,,,,,,,,,,
USR0000VNUL,"NULHEGAN VERMONT, VT US",44.77,-71.7017,Essex,379.5,2008,,,151.0,,151.0,U,,,,,,,,,37.0,U,192.0,U,74.0,U,108.0,U,2.0,U,-26.0,"U,0229,",,,,,,,92.0,"U,0610,",32.0,"U,0911",28.0,"U,0919",23.0,"U,1018",19.0,"U,1019",7.0,"U,1119",32.0,"U,0530",25.0,"U,0502",22.0,"U,0416",7.0,"U,0330",7.0,"U,0330",8611.0,,8611.0,U,,,,,,,41.7,U,53.0,U,30.3,U,,,,,,,,,,,,,,,,,,
USR0000VNUL,"NULHEGAN VERMONT, VT US",44.77,-71.7017,Essex,379.5,2009,,,152.0,,152.0,U,,,,,,,,,38.0,U,187.0,U,70.0,U,96.0,U,1.0,U,-32.0,"U,0116,",,,,,,,90.0,"U,0818,",29.0,"U,0920",27.0,"U,0926",20.0,"U,1015",20.0,"U,1015",16.0,"U,1113",30.0,"U,0601",26.0,"U,0526",23.0,"U,0420",20.0,"U,0326",14.0,"U,0325",8732.0,,8732.0,U,,,,,,,40.7,U,52.1,U,29.2,U,,,,,,,,,,,,,,,,,,
USR0000VNUL,"NULHEGAN VERMONT, VT US",44.77,-71.7017,Essex,379.5,2010,,,283.0,,283.0,U,,,,,,,,,18.0,U,178.0,U,70.0,U,108.0,U,5.0,U,-16.0,"U,0131,",,,,,,,94.0,"U,0707,",31.0,"U,0921",27.0,"U,1012",24.0,"U,1024",19.0,"U,1103",10.0,"U,1125",26.0,"U,0513",26.0,"U,0513",23.0,"U,0414",7.0,"U,0327",7.0,"U,0327",7927.0,,7927.0,U,,,,,,,43.5,U,53.7,U,33.3,U,,,,,,,,,,,,,,,,,,
USC00438160,"SUNDERLAND 2, VT US",43.0908,-73.1244,Bennington,274.3,2005,,,407.0,,407.0,0,158.0,0,100.0,0,105.0,,28.0,0,25.0,0,166.0,0,59.0,0,124.0,0,1.0,0,-24.0,"0,0128,",12.0,",0,0124,+",8.0,",0,0123,",2.74,",0,1009,",90.0,"0,0627,",28.0,"0,1021",28.0,"0,1021",19.0,"0,1112",19.0,"0,1112",12.0,"0,1124",32.0,"0,0519",26.0,"0,0513",24.0,"0,0423",18.0,"0,0327",15.0,"0,0321",7734.0,,7734.0,0,54.49,",0",,,86.4,",0",44.8,0,56.2,0,33.3,0,,,,,,,,,,,,,,,,,,
USC00438160,"SUNDERLAND 2, VT US",43.0908,-73.1244,Bennington,274.3,2006,,,301.0,,301.0,0,163.0,0,96.0,0,43.0,,9.0,0,5.0,0,159.0,0,38.0,0,106.0,0,2.0,0,-5.0,"0,0117,+",6.0,",0,0226,+",5.2,",0,0115,",2.38,",0,0820,",91.0,"0,0803,",32.0,"0,0930",28.0,"0,1013",24.0,"0,1027",20.0,"0,1122",14.0,"0,1206",31.0,"0,0508",25.0,"0,0430",24.0,"0,0429",20.0,"0,0409",9.0,"0,0322",7161.0,,7161.0,0,49.4,",0",,,38.1,",0",46.4,0,56.5,0,36.4,0,,,,,,,,,,,,,,,,,,
USC00438160,"SUNDERLAND 2, VT US",43.0908,-73.1244,Bennington,274.3,2007,,,160.0,,160.0,0,152.0,0,97.0,0,,,26.0,0,22.0,0,174.0,0,66.0,0,117.0,0,0.0,0,-11.0,"0,0309,+",,,16.3,",0,0215,",2.32,",0,1028,",89.0,"0,0826,",32.0,"0,0917",25.0,"0,1029",24.0,"0,1030",20.0,"0,1112",12.0,"0,1124",31.0,"0,0522",27.0,"0,0421",22.0,"0,0412",18.0,"0,0408",3.0,"0,0322",7515.0,,7515.0,0,54.43,",0",,,111.3,",0",43.4,0,54.5,0,32.4,0,,,,,,,,,,,,,,,,,,
USC00438160,"SUNDERLAND 2, VT US",43.0908,-73.1244,Bennington,274.3,2008,,,213.0,,213.0,0,163.0,0,103.0,0,83.0,,28.0,0,9.0,0,165.0,0,52.0,0,113.0,0,1.0,0,-11.0,"0,0301,+",10.0,",0,1222,",10.0,",0,1222,",2.62,",0,0724,",91.0,"0,0611,",31.0,"0,0919",22.0,"0,1007",22.0,"0,1007",20.0,"0,1019",14.0,"0,1120",32.0,"0,0506",25.0,"0,0502",24.0,"0,0501",11.0,"0,0331",11.0,"0,0331",7511.0,,7511.0,0,59.1,",0",,,76.5,",0",44.6,0,55.5,0,33.6,0,,,,,,,,,,,,,,,,,,
USC00438160,"SUNDERLAND 2, VT US",43.0908,-73.1244,Bennington,274.3,2009,,,158.0,,158.0,0,140.0,0,97.0,0,87.0,,23.0,0,22.0,0,171.0,0,56.0,0,121.0,0,0.0,0,-10.0,"0,0116,",15.0,",0,0224,+",7.5,",0,0224,",2.73,",0,1025,",88.0,"0,0428,",32.0,"0,0920",28.0,"0,1011",24.0,"0,1013",20.0,"0,1019",16.0,"0,1211",31.0,"0,0601",27.0,"0,0520",23.0,"0,0415",16.0,"0,0326",16.0,"0,0326",7690.0,,7690.0,0,48.57,",0",,,78.4,",0",44.0,0,55.4,0,32.7,0,,,,,,,,,,,,,,,,,,
USC00438160,"SUNDERLAND 2, VT US",43.0908,-73.1244,Bennington,274.3,2010,,,448.0,,448.0,0,139.0,0,95.0,0,76.0,,25.0,0,9.0,0,162.0,0,49.0,0,143.0,0,7.0,0,-12.0,"0,0111,+",24.0,",0,1229,+",19.0,",0,1227,",2.99,",0,1001,",93.0,"0,0708,+",32.0,"0,0922",28.0,"0,1010",24.0,"0,1019",17.0,"0,1125",12.0,"0,1128",31.0,"0,0517",27.0,"0,0512",24.0,"0,0415",12.0,"0,0328",12.0,"0,0328",6876.0,,6876.0,0,46.07,",0",,,114.1,",0",47.2,0,59.5,0,35.0,0,,,,,,,,,,,,,,,,,,
US1VTWS0003,"WATERBURY 4.6 NNE, VT US",44.397021,-72.71777,Washington,236.8,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.46,",N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00431213,"CANAAN, VT US",44.9965,-71.5356,Essex,326.1,2005,,,,,,,163.0,0,107.0,0,119.0,,39.0,0,,,,,,,,,,,,,30.0,",0,0315,+",12.0,",0,0309,+",2.8,",0,1016,",,,,,,,,,,,,,,,,,,,,,,,,,,,46.39,",0",,,106.3,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00431213,"CANAAN, VT US",44.9965,-71.5356,Essex,326.1,2008,,,,,,,166.0,0,118.0,0,116.0,,35.0,0,,,,,,,,,,,,,31.0,",0,0103,+",7.0,",0,0102,",2.0,",0,0723,",,,,,,,,,,,,,,,,,,,,,,,,,,,55.39,",0",,,100.7,",0",,,,,,,,,,,,,,,,,,,,,,,,
USW00054781,"BENNINGTON MORSE STATE AIRPORT, VT US",42.89351,-73.24876,Bennington,240.8,2005,4.9,B,563.0,,563.0,B,167.0,B,81.0,B,,,,,16.0,B,155.0,B,52.0,B,137.0,B,5.0,B,-20.0,"B,0128,",,,,,3.51,",B,1008,",92.0,"B,0626,",31.0,"B,1021",28.0,"B,1028",24.0,"B,1111",20.0,"B,1112",13.0,"B,1125",29.0,"W,0513",27.0,"W,0505",23.0,"W,0327",17.0,"W,0326",15.0,"W,0319",7247.0,,7247.0,B,40.7,",B",,,,,47.1,B,57.8,B,36.4,B,,,130.0,B,130.0,B,,,40.0,B,55.0,B,,,,,,
USW00054781,"BENNINGTON MORSE STATE AIRPORT, VT US",42.89351,-73.24876,Bennington,240.8,2006,4.9,W,372.0,,372.0,W,170.0,W,89.0,W,,,,,2.0,W,144.0,W,27.0,W,118.0,W,3.0,W,-6.0,"W,0116,",,,,,1.49,",W,0530,",92.0,"W,0802,+",32.0,"W,0930",27.0,"W,1013",20.0,"W,1121",14.0,"W,1205",14.0,"W,1205",31.0,"W,0507",25.0,"W,0429",23.0,"W,0409",13.0,"W,0321",13.0,"W,0321",6192.0,,6192.0,W,43.71,",W",,,,,48.6,W,58.7,W,38.5,W,,,60.0,W,90.0,W,,,55.9,W,189.0,W,,,,,,
USW00054781,"BENNINGTON MORSE STATE AIRPORT, VT US",42.89351,-73.24876,Bennington,240.8,2007,4.5,W,341.0,,341.0,W,153.0,W,92.0,W,,,,,14.0,W,161.0,W,58.0,W,130.0,W,3.0,W,-10.0,"W,0309,",,,,,1.24,",W,1115,",93.0,"W,0825,",29.0,"W,1013",25.0,"W,1029",23.0,"W,1104",17.0,"W,1118",12.0,"W,1124",32.0,"W,0522",20.0,"W,0411",20.0,"W,0411",2.0,"W,0321",2.0,"W,0321",6905.0,,6905.0,W,41.0,",W",,,,,45.8,W,56.4,W,35.2,W,,,110.0,W,100.0,W,,,38.9,W,59.1,W,,,,,,
USW00054781,"BENNINGTON MORSE STATE AIRPORT, VT US",42.89351,-73.24876,Bennington,240.8,2008,4.5,W,292.0,,292.0,W,169.0,W,103.0,W,,,,,5.0,W,155.0,W,44.0,W,116.0,W,2.0,W,-10.0,"W,0103,",,,,,2.48,",W,1025,",92.0,"W,0610,",30.0,"W,1006",27.0,"W,1017",21.0,"W,1020",18.0,"W,1118",15.0,"W,1120",32.0,"W,0521",23.0,"W,0501",23.0,"W,0501",18.0,"W,0403",11.0,"W,0330",7011.0,,7011.0,W,47.57,",W",,,,,46.1,W,56.7,W,35.6,W,,,140.0,W,160.0,W,,,38.0,W,59.9,W,,,,,,
USW00054781,"BENNINGTON MORSE STATE AIRPORT, VT US",42.89351,-73.24876,Bennington,240.8,2009,4.5,W,234.0,,234.0,W,148.0,W,84.0,W,,,,,14.0,W,158.0,W,57.0,W,120.0,W,0.0,W,-14.0,"W,0117,",,,,,1.74,",W,1024,",89.0,"W,0818,+",32.0,"W,0920",25.0,"W,1012",22.0,"W,1019",19.0,"W,1206",12.0,"W,1212",30.0,"W,0601",27.0,"W,0417",17.0,"W,0325",17.0,"W,0325",13.0,"W,0321",7293.0,,7293.0,W,38.67,",W",,,,,45.6,W,55.9,W,35.2,W,,,120.0,W,130.0,W,,,40.0,W,59.1,W,,,,,,
USW00054781,"BENNINGTON MORSE STATE AIRPORT, VT US",42.89351,-73.24876,Bennington,240.8,2010,4.7,W,472.0,,472.0,W,142.0,W,83.0,W,,,,,6.0,W,154.0,W,54.0,W,128.0,W,9.0,W,-11.0,"W,0110,",,,,,2.35,",W,1001,",92.0,"W,0707,+",32.0,"W,0921",23.0,"W,1102",23.0,"W,1102",14.0,"W,1128",14.0,"W,1128",32.0,"W,0517",26.0,"W,0511",14.0,"W,0327",14.0,"W,0327",14.0,"W,0327",6824.0,,6824.0,W,39.12,",W",,,,,47.3,W,57.5,W,37.2,W,,,150.0,W,140.0,W,,,36.9,W,57.9,W,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",44.5248,-72.8154,Lamoille,1204.0,2005,,,56.0,,56.0,0,207.0,0,143.0,0,,,68.0,0,41.0,0,195.0,0,127.0,0,40.0,0,0.0,0,-29.0,"0,0118,",,,13.0,",0,1026,",2.21,",0,0114,",80.0,"0,0628,",27.0,"0,0930",27.0,"0,0930",24.0,"0,1020",19.0,"0,1028",16.0,"0,1109",31.0,"0,0522",18.0,"0,0513",18.0,"0,0513",18.0,"0,0513",14.0,"0,0412",10801.0,,10801.0,0,75.65,",0",,,221.1,",0",35.9,0,42.9,0,29.0,0,,,,,,,,,,,,,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",44.5248,-72.8154,Lamoille,1204.0,2006,,,22.0,,22.0,0,217.0,0,159.0,0,195.0,,57.0,0,27.0,0,187.0,0,112.0,0,21.0,0,0.0,0,-17.0,"0,0227,+",79.0,",0,0304,",14.0,",0,0316,",2.85,",0,0610,",78.0,"0,0618,",29.0,"0,0921",28.0,"0,1005",21.0,"0,1013",19.0,"0,1021",15.0,"0,1104",31.0,"0,0524",27.0,"0,0523",24.0,"0,0522",20.0,"0,0507",16.0,"0,0426",10298.0,,10298.0,0,89.26,",0",,,213.2,",0",36.9,0,43.6,0,30.1,0,,,,,,,,,,,,,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",44.5248,-72.8154,Lamoille,1204.0,2007,,,29.0,,29.0,0,190.0,0,147.0,0,199.0,,72.0,0,45.0,0,197.0,0,135.0,0,34.0,0,0.0,0,-28.0,"0,0306,",100.0,",0,0416,",24.0,",0,0214,",2.5,",0,0416,",77.0,"0,0802,+",31.0,"0,0916",25.0,"0,1013",23.0,"0,1028",15.0,"0,1029",15.0,"0,1029",28.0,"0,0607",28.0,"0,0607",21.0,"0,0517",20.0,"0,0413",13.0,"0,0411",10701.0,,10701.0,0,84.51,",0",,,327.0,",0",34.8,0,42.0,0,27.6,0,,,,,,,,,,,,,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",44.5248,-72.8154,Lamoille,1204.0,2008,,,9.0,,9.0,0,207.0,0,147.0,0,211.0,,74.0,0,34.0,0,193.0,0,127.0,0,17.0,0,0.0,0,-20.0,"0,1208,+",110.0,",0,0322,+",16.0,",0,0321,",2.3,",0,0721,",79.0,"0,0610,",32.0,"0,0919",26.0,"0,1003",23.0,"0,1018",15.0,"0,1023",15.0,"0,1023",26.0,"0,0528",26.0,"0,0528",22.0,"0,0501",15.0,"0,0430",15.0,"0,0430",10558.0,,10558.0,0,79.7,",0",,,272.4,",0",35.4,0,42.6,0,28.3,0,,,,,,,,,,,,,,,,,,
