"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","2009",,,,,,,"163","0","118","0","113",,"21","0",,,,,,,,,,,,,"26",",0,0224,","10.0",",0,1229,+","2.07",",0,1128,",,,,,,,,,,,,,,,,,,,,,,,,,,,"53.50",",0",,,"74.1",",0",,,,,,,,,,,,,,,,,,,,
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","2010",,,,,,,"147","0","104","0","101",,"23","0",,,,,,,,,,,,,"26",",0,0225,","12.0",",0,0225,","3.66",",0,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"54.39",",0",,,"88.6",",0",,,,,,,,,,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","2005",,,"701",,"701","0","166","0","94","0","114",,"29","0","30","0","154","0","63","0","128","0","12","0","-20","0,0122,","17",",0,0313,+","6.0",",0,0211,","1.78",",0,0617,","95","0,0628,","28","0,1021","28","0,1021","24","0,1109","19","0,1123","10","0,1124","25","0,0513","25","0,0513","22","0,0415","19","0,0327","14","0,0326","7798",,"7798","0","44.41",",0",,,"86.9",",0","45.9","0","56.6","0","35.1","0",,,,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","2006",,,"437",,"437","0","173","0","99","0","62",,"15","0","12","0","151","0","40","0","120","0","6","0","-9","0,0226,","18",",0,0304,","15.3",",0,0304,","2.11",",0,0520,","94","0,0802,","31","0,1006","25","0,1022","21","0,1122","15","0,1205","15","0,1205","30","0,0507","25","0,0429","23","0,0428","20","0,0409","15","0,0321","6968",,"6968","0","51.71",",0",,,"52.2",",0","47.1","0","57.3","0","36.9","0",,,,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","2007",,,"442",,"442","0","157","0","94","0","116",,"28","0","34","0","168","0","63","0","133","0","12","0","-20","0,0307,","29",",0,0215,","22.5",",0,0215,","2.12",",0,0710,","96","0,0628,","29","0,1013","25","0,1029","24","0,1109","18","0,1110","11","0,1201","31","0,0506","28","0,0504","22","0,0411","20","0,0407","-6","0,0321","7634",,"7634","0","43.47",",0",,,"137.6",",0","44.4","0","55.6","0","33.3","0",,,,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","2008",,,"429",,"429","0","159","0","105","0","108",,"29","0","16","0","163","0","57","0","123","0","5","0","-12","0,0229,","19",",0,0102,","10.3",",0,0207,","1.62",",0,1026,","94","0,0611,","32","0,0923","28","0,1018","24","0,1024","20","0,1119","14","0,1123","32","0,0528","27","0,0430","24","0,0415","7","0,0330","7","0,0330","7474",,"7474","0","43.89",",0",,,"96.7",",0","45.6","0","56.2","0","35.0","0",,,,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","2009",,,"384",,"384","0","160","0","97","0","93",,"21","0","25","0","154","0","60","0","116","0","4","0","-20","0,0116,","15",",0,0131,+","7.8",",0,0129,","1.90",",0,0510,","91","0,0818,","27","0,1012","27","0,1012","23","0,1016","18","0,1209","14","0,1213","32","0,0601","28","0,0420","23","0,0416","17","0,0325","14","0,0324","7672",,"7672","0","42.11",",0",,,"55.3",",0","45.1","0","55.1","0","35.1","0",,,,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","2010",,,"666",,"666","0","170","0","97","0","99",,"18","0","12","0","151","0","55","0","120","0","16","0","-10","0,0110,","25",",0,0103,","20.5",",0,0103,","2.35",",0,1016,","98","0,0709,","32","0,1003","28","0,1019","23","0,1103","15","0,1125","15","0,1125","30","0,0513","28","0,0511","23","0,0328","10","0,0327","10","0,0327","6908",,"6908","0","46.54",",0",,,"96.2",",0","47.5","0","57.2","0","37.8","0",,,,,,,,,,,,,,
"USC00430940","BROOKFIELD 2 SW, VT US","44.0242","-72.6411","396.2","2005",,,,,,,,,,,"133",,"42","0",,,,,,,,,,,,,"31",",0,0313,","9.0",",0,1026,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127.8",",0",,,,,,,,,,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","2005",,,"575",,"575","0","172","0","94","0","111",,"32","0","27","0","159","0","65","0","125","0","4","0","-21","0,0128,","14",",0,0313,+","6.8",",0,1216,","2.14",",0,1008,","93","0,0626,+","29","0,1021","27","0,1022","24","0,1030","15","0,1119","15","0,1119","26","0,0513","26","0,0513","22","0,0422","20","0,0415","15","0,0327","7706",,"7706","0","47.39",",0",,,"86.8",",0","45.6","0","56.3","0","35.0","0",,,,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","2006",,,"412",,"412","0","184","0","91","0","78",,"14","0","9","0","147","0","40","0","116","0","4","0","-6","0,0211,","11",",0,0109,","3.5",",0,1230,+","2.20",",0,0820,","92","0,0802,","32","0,1006","26","0,1014","22","0,1104","19","0,1122","12","0,1205","29","0,0508","24","0,0429","24","0,0429","20","0,0409","7","0,0320","7003",,"7003","0","47.05",",0",,,"41.1",",0","47.2","0","57.0","0","37.4","0",,,,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","2007",,,"397",,"397","0","168","0","94","0","125",,"31","0","28","0","168","0","65","0","132","0","5","0","-24","0,0307,","23",",0,1220,+","15.1",",0,0214,","2.04",",0,0516,","91","0,0627,","30","0,1017","25","0,1029","24","0,1105","19","0,1110","16","0,1118","32","0,0522","28","0,0505","18","0,0411","18","0,0411","-6","0,0321","7551",,"7551","0","43.94",",0",,,"140.9",",0","44.4","0","55.3","0","33.5","0",,,,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","2008",,,"317",,"317","0","188","0","102","0","121",,"32","0","20","0","164","0","62","0","126","0","4","0","-20","0,0229,","35",",0,0301,","10.5",",0,1222,","2.10",",0,0429,","93","0,0610,","32","0,0923","28","0,1007","22","0,1019","15","0,1119","15","0,1119","29","0,0502","26","0,0501","24","0,0416","17","0,0331","5","0,0330","7366",,"7366","0","50.64",",0",,,"135.5",",0","45.1","0","55.6","0","34.7","0",,,,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","2009",,,"283",,"283","0","167","0","90","0","110",,"25","0","26","0","160","0","61","0","112","0","1","0","-30","0,0116,","26",",0,0223,","8.4",",0,0223,","1.39",",0,1024,","90","0,0819,","32","0,1011","27","0,1012","24","0,1016","20","0,1017","13","0,1209","30","0,0526","25","0,0420","23","0,0415","20","0,0326","13","0,0324","7725",,"7725","0","40.29",",0",,,"83.5",",0","44.4","0","54.9","0","33.8","0",,,,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","2010",,,"502",,"502","0","171","0","88","0","84",,"15","0","8","0","154","0","57","0","127","0","5","0","-11","0,0131,+","12",",0,0103,","10.2",",0,0428,","3.20",",0,1001,","91","0,0708,+","29","0,1010","26","0,1019","23","0,1103","15","0,1125","15","0,1125","29","0,0513","26","0,0511","21","0,0328","11","0,0327","11","0,0327","6963",,"6963","0","41.62",",0",,,"54.5",",0","47.1","0","56.9","0","37.3","0",,,,,,,,,,,,,,
"USC00437098","SALISBURY 2 N, VT US","43.9256","-73.0992","128.0","2006",,,"598",,"598","0","152","0","94","0","46",,"15","0","4","0","146","0","31","0","136","0","11","0","-10","0,0227,","9",",0,0108,+","5.3",",0,0304,","3.05",",0,0626,","95","0,0802,","31","0,1006","25","0,1022","20","0,1122","20","0,1122","16","0,1205","30","0,0507","25","0,0429","24","0,0428","19","0,0329","15","0,0321","6456",,"6456","0","52.24",",0",,,"39.8",",0","49.1","0","59.9","0","38.3","0",,,,,,,,,,,,,,
"USC00437098","SALISBURY 2 N, VT US","43.9256","-73.0992","128.0","2007",,,"622",,"622","0","132","0","91","0",,,"21","0","24","0","161","0","53","0","148","0","16","0","-19","0,0307,",,,"22.0",",0,0214,","1.54",",0,1027,","95","0,0802,+","29","0,1013","24","0,1029","24","0,1029","19","0,1118","16","0,1119","32","0,0522","28","0,0503","24","0,0411","20","0,0407","14","0,0329","6991",,"6991","0","41.26",",0",,,"91.5",",0","46.8","0","58.4","0","35.1","0",,,,,,,,,,,,,,
"USC00437098","SALISBURY 2 N, VT US","43.9256","-73.0992","128.0","2008",,,"517",,"517","0","157","0","103","0",,,"34","0","12","0","153","0","46","0","146","0","6","0","-11","0,1223,+",,,"8.0",",0,1221,","2.81",",0,0806,","96","0,0610,","31","0,0923","28","0,1007","23","0,1019","17","0,1119","16","0,1122","32","0,0505","27","0,0501","23","0,0415","7","0,0330","7","0,0330","6680",,"6680","0","48.82",",0",,,"92.0",",0","47.5","0","58.9","0","36.1","0",,,,,,,,,,,,,,
"USC00437098","SALISBURY 2 N, VT US","43.9256","-73.0992","128.0","2009",,,"380",,"380","0","143","0","94","0","88",,"16","0","17","0","163","0","49","0","140","0","8","0","-20","0,0116,","16",",0,0129,+","6.8",",0,0128,","2.41",",0,0517,","92","0,0818,","31","0,0920","24","0,1012","24","0,1012","20","0,1017","14","0,1209","30","0,0526","28","0,0430","24","0,0416","17","0,0325","16","0,0324","7187",,"7187","0","42.44",",0",,,"41.3",",0","46.2","0","57.9","0","34.4","0",,,,,,,,,,,,,,
"USC00437098","SALISBURY 2 N, VT US","43.9256","-73.0992","128.0","2010",,,"655",,"655","0","125","0","91","0","93",,"19","0","9","0","167","0","49","0","138","0","22","0","-8","0,0110,","22",",0,0224,","17.0",",0,0224,","4.47",",0,1001,","98","0,0708,","31","0,1003","27","0,1010","19","0,1103","19","0,1103","16","0,1125","26","0,0513","26","0,0513","24","0,0511","11","0,0327","11","0,0327","6711",,"6711","0","46.71",",0",,,"72.0",",0","48.0","0","59.7","0","36.3","0",,,,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","2005",,,,,,,"145","0","97","0","134",,"28","0",,,,,,,,,,,,,"29",",0,0313,","8.0",",0,1217,","1.88",",0,1009,",,,,,,,,,,,,,,,,,,,,,,,,,,,"49.44",",0",,,"94.3",",0",,,,,,,,,,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","2006",,,,,,,"143","0","87","0","96",,"12","0",,,,,,,,,,,,,"17",",0,0228,+","14.0",",0,0226,","2.10",",0,0713,",,,,,,,,,,,,,,,,,,,,,,,,,,,"52.50",",0",,,"46.7",",0",,,,,,,,,,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","2007",,,,,,,"138","0","85","0","135",,"26","0",,,,,,,,,,,,,"30",",0,0221,+","24.0",",0,0215,","5.27",",0,0712,",,,,,,,,,,,,,,,,,,,,,,,,,,,"49.00",",0",,,"127.6",",0",,,,,,,,,,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","2008",,,,,,,"138","0","99","0","148",,"37","0",,,,,,,,,,,,,"45",",0,0303,+","14.0",",0,1222,","2.00",",0,0721,",,,,,,,,,,,,,,,,,,,,,,,,,,,"56.43",",0",,,"129.2",",0",,,,,,,,,,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","2009",,,,,,,"135","0","95","0","114",,"19","0",,,,,,,,,,,,,"42",",0,0202,+","13.5",",0,0129,","2.11",",0,1025,",,,,,,,,,,,,,,,,,,,,,,,,,,,"47.56",",0",,,"69.9",",0",,,,,,,,,,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","2010",,,,,,,"118","0","78","0","88",,"6","0",,,,,,,,,,,,,"18",",0,0228,","12.5",",0,0225,+","3.32",",0,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"47.50",",0",,,"39.8",",0",,,,,,,,,,,,,,,,,,,,
"USC00434189","JAY PEAK, VT US","44.938","-72.5022","560.8","2006",,,,,,,,,,,,,"44","0",,,,,,,,,,,,,,,"12.0",",0,0305,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"195.0",",0",,,,,,,,,,,,,,,,,,,,
"USC00434189","JAY PEAK, VT US","44.938","-72.5022","560.8","2008",,,"120",,"120","0",,,,,,,"63","0","32","0","171","0","95","0","72","0","0","0","-12","0,0104,",,,"14.0",",0,1222,",,,"84","0,0609,","31","0,0919","25","0,1009","23","0,1019","19","0,1023","14","0,1119","32","0,0510","24","0,0430","24","0,0430","16","0,0403","16","0,0403",,,,,,,,,"200.3",",0","40.4","0","49.4","0","31.5","0",,,,,,,,,,,,,,
"USC00434189","JAY PEAK, VT US","44.938","-72.5022","560.8","2009",,,"112",,"112","0","171","0","143","0",,,"46","0","33","0","171","0","92","0","61","0","0","0","-15","0,0116,+",,,"15.0",",0,0223,+","2.02",",0,1008,","84","0,0819,","32","0,0926","16","0,1012","16","0,1012","16","0,1012","16","0,1012","28","0,0527","28","0,0527","24","0,0419","18","0,0413","15","0,0326","9379",,"9379","0","68.17",",0",,,"164.3",",0","38.8","0","47.4","0","30.2","0",,,,,,,,,,,,,,
"USC00435376","MORRISVILLE 4 SSW, VT US","44.5139","-72.6236","231.6","2005",,,,,,,,,,,,,"36","0",,,,,,,,,,,,,,,"6.0",",0,0302,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"105.8",",0",,,,,,,,,,,,,,,,,,,,
"USC00435376","MORRISVILLE 4 SSW, VT US","44.5139","-72.6236","231.6","2006",,,,,,,,,,,,,"21","0",,,,,,,,,,,,,,,"6.0",",0,1231,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57.3",",0",,,,,,,,,,,,,,,,,,,,
"USC00435376","MORRISVILLE 4 SSW, VT US","44.5139","-72.6236","231.6","2007",,,,,,,"149","0","95","0",,,"37","0",,,,,,,,,,,,,,,"23.0",",0,0215,","2.55",",0,0215,",,,,,,,,,,,,,,,,,,,,,,,,,,,"45.64",",0",,,"158.7",",0",,,,,,,,,,,,,,,,,,,,
"USC00435376","MORRISVILLE 4 SSW, VT US","44.5139","-72.6236","231.6","2008",,,,,,,,,,,"132",,"37","0",,,,,,,,,,,,,"32",",0,0214,+","14.0",",0,0207,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130.0",",0",,,,,,,,,,,,,,,,,,,,
"USC00436500","POWNAL 1 NE, VT US","42.79167","-73.22278","338.3","2006",,,,,,,,,,,,,,,,,,,"40","0","107","0","3","0",,,,,,,,,"91","0,0803,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56.6","0",,,,,,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","2005",,,"347",,"347","0","171","0","102","0","137",,"39","0","45","0","168","0","84","0","106","0","1","0","-29","0,0122,","30",",0,0313,","7.0",",0,0211,","2.48",",0,1016,","90","0,0626,","32","0,0924","27","0,1021","22","0,1029","20","0,1109","11","0,1119","31","0,0521","28","0,0514","21","0,0422","17","0,0415","11","0,0327","9108",,"9108","0","51.25",",0",,,"111.5",",0","41.7","0","51.7","0","31.8","0",,,,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","2006",,,"252",,"252","0","194","0","104","0","117",,"35","0","18","0","162","0","62","0","90","0","0","0","-16","0,0211,","22",",0,0305,","6.0",",0,0305,","2.27",",0,0803,","89","0,0802,+","30","0,1006","27","0,1014","24","0,1103","20","0,1105","16","0,1122","29","0,0508","26","0,0430","21","0,0429","18","0,0409","12","0,0321","8091",,"8091","0","47.35",",0",,,"88.7",",0","43.6","0","52.7","0","34.4","0",,,,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","2007",,,"199",,"199","0","185","0","104","0","152",,"44","0","47","0","179","0","97","0","101","0","0","0","-31","0,0307,","37",",0,0309,+","16.0",",0,0215,","2.04",",0,0516,","88","0,0803,","29","0,1017","27","0,1029","23","0,1105","19","0,1109","15","0,1110","32","0,0607","27","0,0514","23","0,0426","20","0,0412","10","0,0411","8959",,"8959","0","53.26",",0",,,"159.1",",0","39.9","0","50.2","0","29.6","0",,,,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","2008",,,"174",,"174","0","173","0","111","0","155",,"43","0","41","0","185","0","81","0","88","0","1","0","-32","0,0229,","42",",0,0302,","15.0",",0,1222,","1.98",",0,1026,","90","0,0611,","31","0,0919","28","0,1006","24","0,1018","19","0,1019","12","0,1119","32","0,0530","25","0,0502","22","0,0416","19","0,0415","15","0,0331","8538",,"8538","0","52.19",",0",,,"135.1",",0","41.1","0","51.5","0","30.7","0",,,,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","2009",,,"161",,"161","0","165","0","103","0","121",,"21","0","41","0","179","0","81","0","76","0","0","0","-36","0,0116,","52",",0,0226,+","12.0",",0,0223,","2.03",",0,1115,","88","0,0819,","31","0,0926","26","0,1012","19","0,1016","19","0,1016","8","0,1209","28","0,0526","28","0,0526","24","0,0417","19","0,0415","9","0,0325","9106",,"9106","0","44.74",",0",,,"83.7",",0","40.3","0","50.3","0","30.4","0",,,,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","2010",,,"300",,"300","0","202","0","95","0","121",,"32","0","17","0","175","0","76","0","98","0","1","0","-19","0,0131,","21",",0,0114,+","8.0",",0,0103,","3.52",",0,1001,","91","0,0708,","31","0,0921","28","0,1010","24","0,1019","19","0,1120","13","0,1125","27","0,0513","27","0,0513","24","0,0511","18","0,0328","8","0,0327","8157",,"8157","0","45.54",",0",,,"86.9",",0","43.2","0","52.3","0","34.2","0",,,,,,,,,,,,,,
"US1VTCH0013","RICHMOND 3.4 SSE, VT US","44.360837","-72.963986","223.4","2010",,,,,,,"173","N","104","N",,,,,,,,,,,,,,,,,,,,,"3.90",",N,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"48.93",",N",,,,,,,,,,,,,,,,,,,,,,,,
"USR0000VELM","ELMORE VERMONT, VT US","44.5431","-72.5294","365.8","2005",,,"468",,"468","U",,,,,,,,,"31","U","159","U","74","U","109","U","1","U","-24","U,0122,",,,,,,,"91","U,0625,","28","U,1021","28","U,1021","23","U,1109","19","U,1112","15","U,1118","27","U,0513","27","U,0513","24","U,0416","18","U,0415","16","U,0327",,,,,,,,,,,"43.2","U","52.8","U","33.5","U",,,,,,,,,,,,,,
"USR0000VELM","ELMORE VERMONT, VT US","44.5431","-72.5294","365.8","2006",,,"289",,"289","U",,,,,,,,,"13","U","155","U","54","U","96","U","3","U","-14","U,0211,",,,,,,,"92","U,0618,","32","U,1006","26","U,1022","22","U,1121","20","U,1122","16","U,1204","31","U,0508","26","U,0429","23","U,0410","19","U,0321","11","U,0320","7759",,"7759","U",,,,,,,"44.7","U","53.4","U","35.9","U",,,,,,,,,,,,,,
"USR0000VELM","ELMORE VERMONT, VT US","44.5431","-72.5294","365.8","2007",,,"242",,"242","U",,,,,,,,,"32","U","168","U","86","U","106","U","2","U","-18","U,0307,+",,,,,,,"91","U,0802,","31","U,1013","26","U,1029","22","U,1108","20","U,1110","15","U,1118","30","U,0507","26","U,0426","16","U,0411","16","U,0411","16","U,0411","7980",,"7980","U",,,,,,,"41.8","U","51.5","U","32.1","U",,,,,,,,,,,,,,
"USR0000VELM","ELMORE VERMONT, VT US","44.5431","-72.5294","365.8","2008",,,"221",,"221","U",,,,,,,,,"32","U","171","U","76","U","95","U","1","U","-23","U,0229,",,,,,,,"93","U,0610,","31","U,1006","27","U,1018","24","U,1019","14","U,1118","14","U,1118","29","U,0502","27","U,0501","24","U,0416","3","U,0330","3","U,0330","8220",,"8220","U",,,,,,,"42.7","U","52.6","U","32.7","U",,,,,,,,,,,,,,
"USR0000VELM","ELMORE VERMONT, VT US","44.5431","-72.5294","365.8","2009",,,"202",,"202","U",,,,,,,,,"30","U","166","U","66","U","90","U","0","U","-30","U,0116,",,,,,,,"89","U,0818,+","28","U,1012","28","U,1012","24","U,1015","20","U,1017","12","U,1208","30","U,0526","26","U,0420","24","U,0416","15","U,0325","15","U,0325","8050",,"8050","U",,,,,,,"42.3","U","52.2","U","32.4","U",,,,,,,,,,,,,,
"USR0000VELM","ELMORE VERMONT, VT US","44.5431","-72.5294","365.8","2010",,,,,,,,,,,,,,,"9","U","160","U","70","U","105","U","6","U","-13","U,0131,",,,,,,,"94","U,0707,","32","U,1010","27","U,1019","23","U,1102","20","U,1119","16","U,1125","28","U,0513","28","U,0513","10","U,0327","10","U,0327","10","U,0327","7533",,"7533","U",,,,,,,"44.6","U","53.6","U","35.6","U",,,,,,,,,,,,,,
"USC00438172","SUTTON 2 NE, VT US","44.6649","-72.0232","304.8","2005",,,"241",,"241","0","163","0","101","0","137",,"39","0","54","0","189","0","80","0","105","0","2","0","-30","0,0122,","18",",0,0313,","6.0",",0,1217,+","1.71",",0,0901,","91","0,0627,+","31","0,0911","23","0,1021","23","0,1021","19","0,1109","16","0,1112","32","0,0521","28","0,0520","24","0,0513","18","0,0422","7","0,0327","9174",,"9174","0","49.25",",0",,,"109.1",",0","40.1","0","52.4","0","27.7","0",,,,,,,,,,,,,,
"USC00438172","SUTTON 2 NE, VT US","44.6649","-72.0232","304.8","2006",,,,,,,,,,,,,"24","0",,,,,,,,,,,,,,,"8.0",",0,0304,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74.7",",0",,,,,,,,,,,,,,,,,,,,
"USC00438172","SUTTON 2 NE, VT US","44.6649","-72.0232","304.8","2009",,,"106",,"106","0","218","0","111","0","129",,"33","0","50","0","212","0","83","0","82","0","0","0","-37","0,0116,","32",",0,0224,","16.0",",0,0223,","1.76",",0,1128,","89","0,0819,","26","0,0920","26","0,0920","23","0,1012","18","0,1016","16","0,1017","32","0,0605","27","0,0526","24","0,0520","18","0,0416","15","0,0327",,,,,"49.20",",0",,,"114.8",",0","38.0","0","50.4","0","25.6","0",,,,,,,,,,,,,,
"USC00438172","SUTTON 2 NE, VT US","44.6649","-72.0232","304.8","2010",,,"169",,"169","0","204","0","94","0",,,"33","0","22","0","203","0","76","0","98","0","3","0","-20","0,0131,+",,,"9.0",",0,0103,","3.03",",0,1001,","91","0,0708,","31","0,0920","28","0,0921","24","0,1010","17","0,1103","16","0,1120","28","0,0517","28","0,0517","24","0,0513","20","0,0414","6","0,0328","8879",,"8879","0","45.05",",0",,,"97.4",",0","40.9","0","52.1","0","29.7","0",,,,,,,,,,,,,,
"USC00436391","PLAINFIELD, VT US","44.2763","-72.4154","243.8","2006",,,"357",,"357","0",,,,,"68",,,,"11","0","173","0","43","0","118","0","9","0","-5","0,0212,+","9",",0,0107,",,,,,"96","0,0802,+","32","0,0927","27","0,1008","24","0,1022","17","0,1122","15","0,1125","32","0,0525","27","0,0509","24","0,0430","19","0,0409","13","0,0321","7362",,"7362","0",,,,,,,"45.6","0","56.7","0","34.5","0",,,,,,,,,,,,,,
"USC00436391","PLAINFIELD, VT US","44.2763","-72.4154","243.8","2007",,,"326",,"326","0",,,,,"122",,,,"43","0","177","0","68","0","127","0","11","0","-24","0,0307,","29",",0,0216,+",,,,,"96","0,0803,+","30","0,1013","24","0,1029","24","0,1029","18","0,1111","16","0,1118","30","0,0522","27","0,0508","24","0,0426","18","0,0412","-3","0,0322","7882",,"7882","0",,,,,,,"42.7","0","54.9","0","30.4","0",,,,,,,,,,,,,,
"USC00436391","PLAINFIELD, VT US","44.2763","-72.4154","243.8","2008",,,"329",,"329","0",,,,,"121",,,,"29","0","177","0","61","0","118","0","8","0","-22","0,0229,","24",",0,1222,+",,,,,"98","0,0611,","27","0,1007","27","0,1007","23","0,1018","20","0,1020","15","0,1119","32","0,0511","25","0,0501","24","0,0416","18","0,0402","9","0,0331","7928",,"7928","0",,,,,,,"43.9","0","56.0","0","31.7","0",,,,,,,,,,,,,,
"USC00436391","PLAINFIELD, VT US","44.2763","-72.4154","243.8","2009",,,"288",,"288","0",,,,,"102",,,,"37","0","175","0","69","0","117","0","7","0","-29","0,0117,+","27",",0,0129,",,,,,"92","0,0819,+","32","0,0921","23","0,0927","23","0,0927","20","0,1017","15","0,1209","29","0,0526","28","0,0519","24","0,0420","17","0,0326","11","0,0325","8301",,"8301","0",,,,,,,"42.9","0","54.6","0","31.1","0",,,,,,,,,,,,,,
"USC00436391","PLAINFIELD, VT US","44.2763","-72.4154","243.8","2010",,,"378",,"378","0","157","0","90","0","96",,,,"15","0","173","0","63","0","119","0","13","0","-9","0,0201,+","13",",0,0225,",,,"3.46",",0,1001,","98","0,0708,","30","0,0921","27","0,1010","23","0,1019","19","0,1103","13","0,1125","32","0,0517","28","0,0513","24","0,0414","20","0,0412","13","0,0328","7305",,"7305","0","41.74",",0",,,,,"44.8","0","55.8","0","33.8","0",,,,,,,,,,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","2005","4.0","B","447",,"447","B","172","B","87","B",,,,,"34","B","169","B","70","B","115","B","3","B","-21","B,0122,",,,,,"2.18",",B,0831,","93","B,0625,","31","B,1020","27","B,1021","21","B,1109","19","B,1112","5","B,1123","32","W,0521","23","W,0513","23","W,0513","19","W,0415","12","W,0327","8404",,"8404","B","40.74",",B",,,,,"43.7","B","54.6","B","32.8","B",,,"300","B","300","B",,,"29.1","B","46.1","B",,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","2006","3.6","W","312",,"312","W","183","W","93","W",,,,,"6","W","164","W","50","W","108","W","4","W","-11","W,0211,",,,,,"2.36",",W,0626,","93","W,0618,","30","W,1006","27","W,1014","20","W,1121","19","W,1122","8","W,1205","29","W,0508","27","W,0430","22","W,0429","10","W,0320","10","W,0320","7502",,"7502","W","48.49",",W",,,,,"45.5","W","55.3","W","35.7","W",,,"340","W","260","W",,,"30.0","W","48.1","W",,
