"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","1998",,,,,,,"137","0","87","0",,,"21","0",,,,,,,,,,,,,,,"11.0",",0,0124,","4.40",",0,0627,",,,,,,,,,,,,,,,,,,,,,,,,,,,"46.94",",0",,,"58.0",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","1999",,,,,,,"130","0","78","0",,,"23","0",,,,,,,,,,,,,,,"19.5",",0,0307,","5.23",",0,0917,",,,,,,,,,,,,,,,,,,,,,,,,,,,"39.33",",0",,,"66.8",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","2000",,,,,,,"154","0","86","0","112",,"22","0",,,,,,,,,,,,,"28",",0,0222,+","10.0",",0,0219,","2.34",",0,0717,",,,,,,,,,,,,,,,,,,,,,,,,,,,"44.97",",0",,,"81.5",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00436761","READSBORO 1 SE, VT US","42.75","-72.93333","341.4","1995",,,,,,,"136","0","87","0",,,,,,,,,"61","0","114","0","4","0",,,,,,,"3.51",",0,1022,","96","0,0715,",,,,,,,,,,,,,,,,,,,,,,,,,"48.80",",0",,,,,,,"54.4","0",,,,,,,,,,,,,,,,,,,,
"USC00436761","READSBORO 1 SE, VT US","42.75","-72.93333","341.4","1997",,,,,,,"153","0","99","0",,,"29","0",,,,,"64","0","93","0","0","0",,,,,"15.8",",0,0401,","2.12",",0,0401,","87","0,0622,+",,,,,,,,,,,,,,,,,,,,,,,,,"51.02",",0",,,"107.8",",0",,,"52.0","0",,,,,,,,,,,,,,,,,,,,
"USC00434189","JAY PEAK, VT US","44.938","-72.5022","560.8","1995",,,,,,,,,,,,,,,,,,,"96","0","75","0","0","0",,,,,,,,,"86","0,0715,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48.1","0",,,,,,,,,,,,,,,,,,,,
"USC00434189","JAY PEAK, VT US","44.938","-72.5022","560.8","1996",,,"68",,"68","0",,,,,,,,,"36","0","183","0","90","0","62","0","0","0","-21","0,0108,",,,,,,,"83","0,0808,","27","0,1004","27","0,1004","24","0,1005","18","0,1103","15","0,1113","30","0,0529","28","0,0428","23","0,0424","17","0,0413","15","0,0407",,,,,,,,,,,"38.7","0","47.2","0","30.2","0",,,,,,,,,,,,,,,,,,
"USC00434189","JAY PEAK, VT US","44.938","-72.5022","560.8","1997",,,"106",,"106","0","174","0","155","0","164",,"82","0","35","0","192","0","106","0","54","0","0","0","-23","0,0130,","81",",0,0320,+","18.0",",0,1231,+","6.10",",0,0715,","82","0,0702,","31","0,0923","27","0,1017","24","0,1022","19","0,1023","15","0,1026","30","0,0528","25","0,0508","24","0,0507","16","0,0415","16","0,0415","9363",,"9363","0","81.13",",0",,,"320.1",",0","38.0","0","46.8","0","29.1","0",,,,,,,,,,,,,,,,,,
"USC00434189","JAY PEAK, VT US","44.938","-72.5022","560.8","1998",,,"115",,"115","0","150","0","124","0",,,"36","0","20","0","157","0","71","0","72","0","0","0","-17","0,1231,",,,"15.0",",0,0116,","1.87",",0,0711,","84","0,0717,","24","0,1006","24","0,1006","24","0,1006","19","0,1118","15","0,1208","23","0,0427","23","0,0427","23","0,0427","20","0,0426","14","0,0325","8187",,"8187","0","63.20",",0",,,"141.9",",0","42.9","0","51.1","0","34.8","0",,,,,,,,,,,,,,,,,,
"USC00434189","JAY PEAK, VT US","44.938","-72.5022","560.8","2000",,,,,,,"188","0","167","0",,,"70","0",,,,,"89","0","54","0","0","0",,,,,"18.0",",0,0410,","2.10",",0,1223,","82","0,0627,",,,,,,,,,,,,,,,,,,,,,,,,,"69.83",",0",,,"317.1",",0",,,"47.3","0",,,,,,,,,,,,,,,,,,,,
"USC00435376","MORRISVILLE 4 SSW, VT US","44.5139","-72.6236","231.6","1995",,,,,,,"163","0","87","0","111",,"33","0",,,,,"77","0","105","0","3","0",,,"24",",0,1217,","16.0",",0,0205,","4.28",",0,0806,","93","0,0715,",,,,,,,,,,,,,,,,,,,,,,,,,"43.14",",0",,,"116.9",",0",,,"52.7","0",,,,,,,,,,,,,,,,,,,,
"USC00435376","MORRISVILLE 4 SSW, VT US","44.5139","-72.6236","231.6","1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8812",,"8812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00435376","MORRISVILLE 4 SSW, VT US","44.5139","-72.6236","231.6","1999",,,,,,,,,,,"108",,"26","0",,,,,,,,,,,,,"30",",0,0116,","10.0",",0,0307,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88.1",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00435376","MORRISVILLE 4 SSW, VT US","44.5139","-72.6236","231.6","2000",,,,,,,"174","0","101","0","118",,"38","0",,,,,,,,,,,,,"34",",0,0219,","13.0",",0,0410,","2.42",",0,0510,",,,,,,,,,,,,,,,,,,,,,,,,,,,"42.59",",0",,,"124.0",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00438600","VERNON, VT US","42.77167","-72.515","68.9","1995",,,,,,,"133","0","73","0",,,,,,,,,"46","0","140","0","24","0",,,,,,,"3.78",",0,1028,","100","0,0620,",,,,,,,,,,,,,,,,,,,,,,,,,"44.51",",0",,,,,,,"58.7","0",,,,,,,,,,,,,,,,,,,,
"USC00438600","VERNON, VT US","42.77167","-72.515","68.9","1996",,,"455",,"455","0","151","0","96","0",,,"19","0","19","0","163","0","45","0","134","0","13","0","-13","0,0205,",,,"12.5",",0,0217,","3.71",",0,0714,","94","0,0807,+","27","0,1004","27","0,1004","22","0,1006","19","0,1113","16","0,1114","30","0,0525","27","0,0514","24","0,0403","12","0,0328","12","0,0328","7041",,"7041","0","56.34",",0",,,"82.6",",0","46.6","0","58.6","0","34.6","0",,,,,,,,,,,,,,,,,,
"USC00436500","POWNAL 1 NE, VT US","42.79167","-73.22278","338.3","1995",,,,,,,"111","0","81","0","86",,"23","0",,,,,,,,,,,,,"16",",0,1222,","14.0",",0,0205,","2.42",",0,1022,",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.84",",0",,,"70.5",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00436500","POWNAL 1 NE, VT US","42.79167","-73.22278","338.3","1996",,,,,,,,,,,"79",,"18","0",,,,,,,,,,,,,"21",",0,0113,","10.5",",0,1208,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72.6",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00436500","POWNAL 1 NE, VT US","42.79167","-73.22278","338.3","1998",,,,,,,,,,,,,"10","0",,,,,,,,,,,,,,,"5.0",",0,0225,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.0",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","1995",,,,,,,,,,,"128",,"40","0",,,,,,,,,,,,,"36",",0,1226,","11.0",",0,0205,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108.3",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","1996",,,,,,,,,,,"144",,"35","0",,,,,,,,,,,,,"36",",0,0116,+","14.0",",0,1208,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99.3",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","1997",,,,,,,,,,,"159",,"42","0",,,,,,,,,,,,,"33",",0,0326,","7.5",",0,0306,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.58",",0",,,"149.3",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","1998",,,,,,,,,,,,,"17","0",,,,,,,,,,,,,,,"9.5",",0,0116,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49.31",",0",,,"63.5",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","1999",,,,,,,,,,,"114",,"30","0",,,,,,,,,,,,,"28",",0,0116,","15.0",",0,0307,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93.9",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00434120","ISLAND POND, VT US","44.8128","-71.8902","365.8","2000",,,"105",,"105","0","185","0","107","0","148",,"40","0","49","0","180","0","80","0","77","0","0","0","-30","0,0119,","33",",0,0220,+","7.0",",0,0211,+","2.91",",0,1218,","84","0,0627,","32","0,0927","23","0,0929","23","0,0929","17","0,1119","14","0,1123","32","0,0605","28","0,0520","24","0,0501","17","0,0414","12","0,0413",,,,,"46.99",",0",,,"131.4",",0","39.6","0","49.5","0","29.8","0",,,,,,,,,,,,,,,,,,
"USC00439735","WHITINGHAM 1 W, VT US","42.8","-72.91667","427.3","1995",,,,,,,"155","0","86","0",,,"25","0",,,,,,,,,,,,,,,"9.0",",0,1215,","3.57",",0,1022,",,,,,,,,,,,,,,,,,,,,,,,,,,,"50.39",",0",,,"66.5",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00439735","WHITINGHAM 1 W, VT US","42.8","-72.91667","427.3","1997",,,,,,,"165","0","105","0",,,"38","0",,,,,,,,,,,,,,,"17.0",",0,0401,","2.20",",0,0401,",,,,,,,,,,,,,,,,,,,,,,,,,,,"52.54",",0",,,"111.5",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00438172","SUTTON 2 NE, VT US","44.6649","-72.0232","304.8","2000",,,"56",,"56","0","196","0","122","0","126",,"44","0","63","0","206","0","74","0","83","0","0","0","-34","0,0119,","36",",0,0217,","9.0",",0,0217,","3.55",",0,1218,","87","0,0617,","29","0,0906","22","0,0927","22","0,0927","20","0,0929","15","0,1120","21","0,0521","21","0,0521","21","0,0521","20","0,0503","15","0,0501",,,,,"51.58",",0",,,"137.2",",0","37.8","0","51.1","0","24.4","0",,,,,,,,,,,,,,,,,,
"USC00436391","PLAINFIELD, VT US","44.2763","-72.4154","243.8","2000",,,,,,,"162","0","99","0",,,"23","0",,,,,,,,,,,,,,,"8.1",",0,0219,","2.82",",0,1218,",,,,,,,,,,,,,,,,,,,,,,,,,,,"42.14",",0",,,"88.7",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00439184","WEST DANVILLE 2, VT US","44.41611","-72.19389","480.1","1996",,,,,,,"165","0","110","0",,,"53","0",,,,,"79","0","90","0","0","0",,,,,"18.0",",0,1208,","2.67",",0,0704,","87","0,0808,+",,,,,,,,,,,,,,,,,,,,,,,,,"54.02",",0",,,"154.7",",0",,,"50.7","0",,,,,,,,,,,,,,,,,,,,
"USC00439184","WEST DANVILLE 2, VT US","44.41611","-72.19389","480.1","1998",,,"144",,"144","0","163","0","104","0",,,"36","0","33","0","186","0","51","0","111","0","0","0","-25","0,0128,",,,"10.0",",0,0124,","3.76",",0,0812,","88","0,0716,","31","0,0924","28","0,1004","23","0,1007","20","0,1111","15","0,1118","31","0,0501","28","0,0430","20","0,0428","20","0,0428","-2","0,0326",,,,,"49.76",",0",,,"96.1",",0","42.3","0","53.9","0","30.8","0",,,,,,,,,,,,,,,,,,
"USC00439184","WEST DANVILLE 2, VT US","44.41611","-72.19389","480.1","1999",,,,,,,"156","0","92","0","128",,"40","0",,,,,,,,,,,,,"29",",0,0313,","10.5",",0,0307,","4.35",",0,0917,",,,,,,,,,,,,,,,,,,,,,,,"8672",,"8672",,"41.22",",0",,,"104.5",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00439184","WEST DANVILLE 2, VT US","44.41611","-72.19389","480.1","2000",,,,,,,"160","0","107","0","140",,"45","0",,,,,"78","0","89","0","0","0",,,"48",",0,0222,+","10.5",",0,0126,","3.31",",0,1218,","85","0,0902,",,,,,,,,,,,,,,,,,,,,,,,,,"48.19",",0",,,"141.6",",0",,,"50.3","0",,,,,,,,,,,,,,,,,,,,
"USC00434999","MARSHFIELD, VT US","44.35139","-72.35694","242.6","1996",,,,,,,"185","0","110","0",,,"37","0",,,,,"58","0","105","0","0","0",,,,,"19.0",",0,1208,","4.21",",0,0704,","88","0,0613,",,,,,,,,,,,,,,,,,,,,,,,,,"55.31",",0",,,"132.9",",0",,,"53.0","0",,,,,,,,,,,,,,,,,,,,
"USC00434999","MARSHFIELD, VT US","44.35139","-72.35694","242.6","1997",,,,,,,,,,,"143",,"41","0",,,,,"60","0","104","0","0","0",,,"17",",0,0310,+","7.5",",0,0110,",,,"89","0,0701,",,,,,,,,,,,,,,,,,,,,,,,,,"43.93",",0",,,"118.9",",0",,,"52.8","0",,,,,,,,,,,,,,,,,,,,
"USC00434999","MARSHFIELD, VT US","44.35139","-72.35694","242.6","1998",,,,,,,"178","0","107","0",,,"18","0",,,,,,,,,,,,,,,"11.5",",0,0124,","2.20",",0,0812,",,,,,,,,,,,,,,,,,,,,,,,,,,,"49.72",",0",,,"72.8",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","1997",,,"144",,"144","M",,,,,,,,,"35","M","187","M","79","M","105","M","0","M","-33","M,0119,",,,,,,,"87","M,0810,+","31","M,0922","27","M,1012","24","M,1017","18","M,1026","15","M,1113","32","M,0528","28","M,0509","24","M,0420","18","M,0415","15","M,0411","8286",,"8286","M",,,,,,,"41.1","M","51.9","M","30.3","M",,,,,,,,,,,,,,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","1998",,,"237",,"237","W",,,,,,,,,"19","W","152","W","38","W","118","W","0","W","-23","W,0127,",,,,,,,"89","W,0715,","31","W,0924","24","W,1006","24","W,1006","15","W,1118","15","W,1118","31","W,0527","27","W,0429","21","W,0427","0","M,0325","0","M,0325","7823",,"7823","W",,,,,,,"45.4","W","55.8","W","35.1","W",,,,,,,,,,,,,,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","1999","4.7","W","382",,"382","W","182","W","77","W",,,,,"26","W","171","W","55","W","122","W","5","W","-32","W,0114,",,,,,"1.61",",W,0916,","93","W,0904,","32","W,1005","27","W,1007","22","W,1019","19","W,1028","16","W,1111","32","W,0515","28","W,0513","24","W,0425","18","W,0327","11","W,0321","7650",,"7650","W","35.46",",W",,,,,"44.4","W","55.7","W","33.1","W",,,,,"300","W","140","W",,,,,"31.1","W","49.0","W",,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","2000","4.5","W","154",,"154","W","173","W","83","W",,,,,"34","W","164","W","70","W","95","W","0","W","-22","W,0119,",,,,,"1.81",",W,0509,","86","W,0901,","32","W,0925","27","W,0928","23","W,0929","18","W,1120","7","W,1123","28","W,0520","28","W,0520","17","W,0414","17","W,0414","14","W,0413","7795",,"7795","W","30.93",",W",,,,,"42.0","W","52.2","W","31.7","W",,,,,"310","W","360","W",,,,,"29.1","W","147.0","W",,
"USC00432698","EDEN 2 S, VT US","44.6722","-72.5572","443.8","1998",,,"194",,"194","0","190","0","105","0","114",,"35","0","15","0","148","0","56","0","86","0","0","0","-15","0,1231,","33",",0,0323,","12.4",",0,0322,","1.99",",0,0601,","86","0,0716,","29","0,1006","28","0,1104","24","0,1116","18","0,1118","14","0,1218","29","0,0428","23","0,0427","23","0,0427","17","0,0326","15","0,0323",,,,,"50.20",",0",,,"111.9",",0","44.7","0","52.8","0","36.5","0",,,,,,,,,,,,,,,,,,
"USC00432698","EDEN 2 S, VT US","44.6722","-72.5572","443.8","1999",,,,,,,,,,,"129",,"48","0",,,,,,,,,,,,,"23",",0,0320,+","9.5",",0,1212,",,,,,,,,,,,,,,,,,,,,,,,,,"7968",,"7968","0",,,,,"146.2",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00432698","EDEN 2 S, VT US","44.6722","-72.5572","443.8","2000",,,,,,,,,,,"143",,"54","0",,,,,,,,,,,,,"38",",0,0219,+","25.0",",0,0410,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.91",",0",,,"219.1",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00432773","ENOSBURG FALLS 2, VT US","44.9096","-72.8137","129.5","1996",,,,,,,"94","0","75","0","91",,"25","0",,,,,,,,,,,,,"30",",0,0114,+","5.0",",0,1120,","2.00",",0,0104,",,,,,,,,,,,,,,,,,,,,,,,,,,,"41.42",",0",,,"47.9",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00432773","ENOSBURG FALLS 2, VT US","44.9096","-72.8137","129.5","1997",,,,,,,,,,,,,"28","0",,,,,,,,,,,,,,,"12.0",",0,1215,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81.8",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00432773","ENOSBURG FALLS 2, VT US","44.9096","-72.8137","129.5","2000",,,,,,,,,,,,,"32","0",,,,,,,,,,,,,,,"13.5",",0,0410,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"105.8",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00431243","CAVENDISH, VT US","43.3847","-72.5988","256.6","1995",,,"373",,"373","0","132","0","71","0","109",,"19","0","15","0","182","0","62","0","118","0","11","0","-16","0,0207,","17",",0,1220,","10.0",",0,0205,","3.48",",0,1022,","97","0,0715,","30","0,0911","25","0,0929","24","0,1105","12","0,1110","12","0,1110","29","0,0509","23","0,0425","23","0,0425","17","0,0411","16","0,0408","7598",,"7598","0","39.86",",0",,,"69.8",",0","43.9","0","55.8","0","32.0","0",,,,,,,,,,,,,,,,,,
"USC00431243","CAVENDISH, VT US","43.3847","-72.5988","256.6","1996",,,"266",,"266","0","179","0","99","0","131",,"24","0","26","0","186","0","58","0","116","0","0","0","-20","0,0107,","27",",0,0113,","12.5",",0,1208,","3.18",",0,0714,","89","0,0808,+","25","0,1004","25","0,1004","21","0,1005","16","0,1113","16","0,1113","31","0,0526","27","0,0514","24","0,0429","20","0,0404","11","0,0328","8270",,"8270","0","54.27",",0",,,"97.9",",0","43.7","0","55.0","0","32.4","0",,,,,,,,,,,,,,,,,,
"USC00431243","CAVENDISH, VT US","43.3847","-72.5988","256.6","1997",,,"215",,"215","0","153","0","88","0","152",,"36","0","22","0","193","0","47","0","113","0","7","0","-16","0,0120,+","23",",0,0217,+","11.6",",0,0401,","2.23",",0,0805,","91","0,0817,+","29","0,0922","26","0,1012","24","0,1018","20","0,1026","12","0,1117","31","0,0528","26","0,0427","24","0,0417","20","0,0416","15","0,0411","8058",,"8058","0","47.13",",0",,,"134.4",",0","42.7","0","55.1","0","30.3","0",,,,,,,,,,,,,,,,,,
"USC00431243","CAVENDISH, VT US","43.3847","-72.5988","256.6","1998",,,"359",,"359","0","159","0","88","0",,,"17","0","14","0","177","0","28","0","132","0","3","0","-13","0,0128,+",,,"9.0",",0,0124,","2.64",",0,0615,","91","0,0716,","29","0,0924","28","0,1002","21","0,1106","20","0,1109","15","0,1212","32","0,0514","28","0,0429","24","0,0426","20","0,0411","9","0,0325","7266",,"7266","0","46.21",",0",,,"62.0",",0","46.8","0","58.8","0","34.8","0",,,,,,,,,,,,,,,,,,
"USC00431243","CAVENDISH, VT US","43.3847","-72.5988","256.6","1999",,,"451",,"451","0","144","0","80","0","111",,"22","0","29","0","184","0","43","0","133","0","17","0","-15","0,0201,+","26",",0,0307,","12.0",",0,0307,","5.34",",0,0917,","95","0,0719,+","31","0,1006","26","0,1007","24","0,1008","19","0,1028","14","0,1201","29","0,0514","28","0,0513","24","0,0426","19","0,0327","15","0,0321","7402",,"7402","0","46.50",",0",,,"73.5",",0","45.5","0","58.5","0","32.5","0",,,,,,,,,,,,,,,,,,
"USC00431243","CAVENDISH, VT US","43.3847","-72.5988","256.6","2000",,,"220",,"220","0","154","0","87","0","96",,"16","0","32","0","179","0","51","0","121","0","1","0","-18","0,0123,","24",",0,0220,","10.7",",0,0219,","1.81",",0,0607,","90","0,0902,","30","0,0927","23","0,0929","23","0,0929","16","0,1120","16","0,1120","30","0,0516","28","0,0503","23","0,0415","20","0,0414","5","0,0320","7508",,"7508","0","49.33",",0",,,"84.2",",0","43.5","0","55.5","0","31.4","0",,,,,,,,,,,,,,,,,,
"USC00439984","WOODSTOCK, VT US","43.6303","-72.5072","182.9","1999",,,"512",,"512","0","125","0","72","0",,,,,"25","0","173","0","35","0","133","0","15","0","-19","0,0102,",,,,,"5.50",",0,0917,","97","0,0718,","31","0,1007","26","0,1008","23","0,1020","17","0,1112","16","0,1201","30","0,0514","28","0,0429","24","0,0425","19","0,0328","16","0,0321","7078",,"7078","0","36.77",",0",,,,,"46.2","0","58.5","0","33.9","0",,,,,,,,,,,,,,,,,,
"USC00439984","WOODSTOCK, VT US","43.6303","-72.5072","182.9","2000",,,"221",,"221","0","157","0","87","0",,,,,"31","0","161","0","55","0","116","0","0","0","-23","0,0203,",,,,,"2.68",",0,0717,","87","0,0611,+","25","0,0929","25","0,0929","24","0,1023","17","0,1120","14","0,1123","31","0,0516","28","0,0503","22","0,0414","16","0,0320","16","0,0320","7124",,"7124","0","48.17",",0",,,,,"43.6","0","54.9","0","32.4","0",,,,,,,,,,,,,,,,,,
"USC00438556","UNION VILLAGE DAM, VT US","43.7917","-72.2578","140.2","2000",,,,,,,"156","0","91","0","83",,"21","0",,,,,,,,,,,,,"18",",0,0220,","9.0",",0,0219,","1.53",",0,1218,",,,,,,,,,,,,,,,,,,,,,,,,,,,"42.17",",0",,,"68.9",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00436335","PERU, VT US","43.26271","-72.90553","518.2","1995",,,,,,,"104","0","82","0",,,"43","0",,,,,,,,,,,,,,,"14.0",",0,0205,","3.50",",0,0804,",,,,,,,,,,,,,,,,,,,,,,,,,,,"44.56",",0",,,"115.3",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00436335","PERU, VT US","43.26271","-72.90553","518.2","1997",,,,,,,"117","0","99","0","159",,"46","0",,,,,,,,,,,,,"34",",0,0217,","12.5",",0,0401,","1.55",",0,1102,",,,,,,,,,,,,,,,,,,,,,,,,,,,"48.86",",0",,,"165.5",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00431580","CORNWALL, VT US","43.9573","-73.2106","105.2","2000",,,"251",,"251","0","172","0","88","0","69",,"22","0","32","0","161","0","62","0","111","0","0","0","-27","0,0204,","22",",0,0220,+","9.8",",0,0126,","1.84",",0,0511,","89","0,0508,","32","0,0906","22","0,0929","22","0,0929","19","0,1118","14","0,1123","30","0,0520","28","0,0503","21","0,0414","19","0,0413","6","0,0319","7496",,"7496","0","41.14",",0",,,"99.9",",0","43.6","0","54.4","0","32.8","0",,,,,,,,,,,,,,,,,,
"USC00438637","WAITSFIELD 2 W, VT US","44.18722","-72.87806","313.3","1995",,,,,,,"152","0","90","0","105",,"40","0",,,,,,,,,,,,,"22",",0,0205,","20.0",",0,0205,","2.32",",0,0806,",,,,,,,,,,,,,,,,,,,,,,,,,,,"48.09",",0",,,"108.7",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00438637","WAITSFIELD 2 W, VT US","44.18722","-72.87806","313.3","1996",,,,,,,"170","0","114","0","120",,"42","0",,,,,,,,,,,,,"29",",0,0113,","10.0",",0,0411,","2.96",",0,1021,",,,,,,,,,,,,,,,,,,,,,,,,,,,"58.81",",0",,,"108.9",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00438637","WAITSFIELD 2 W, VT US","44.18722","-72.87806","313.3","1997",,,,,,,"169","0","123","0","135",,"54","0",,,,,,,,,,,,,"20",",0,1231,","10.0",",0,0306,","2.20",",0,0814,",,,,,,,,,,,,,,,,,,,,,,,,,,,"49.09",",0",,,"155.9",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00438637","WAITSFIELD 2 W, VT US","44.18722","-72.87806","313.3","1998",,,,,,,"171","0","109","0",,,"28","0",,,,,,,,,,,,,,,"14.0",",0,0315,","2.01",",0,0627,",,,,,,,,,,,,,,,,,,,,,,,,,,,"52.36",",0",,,"84.7",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00438637","WAITSFIELD 2 W, VT US","44.18722","-72.87806","313.3","1999",,,,,,,,,,,"121",,"33","0",,,,,,,,,,,,,"22",",0,0307,","13.0",",0,0307,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"114.6",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00438160","SUNDERLAND 2, VT US","43.0908","-73.1244","274.3","1995",,,,,,,,,,,"92",,"28","0",,,,,,,,,,,,,"14",",0,0205,","13.0",",0,0205,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.3",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00438160","SUNDERLAND 2, VT US","43.0908","-73.1244","274.3","1996",,,,,,,"168","0","106","0","75",,"27","0",,,,,,,,,,,,,"18",",0,0113,","9.6",",0,1208,","2.24",",0,0714,",,,,,,,,,,,,,,,,,,,,,,,,,,,"53.17",",0",,,"95.7",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00438160","SUNDERLAND 2, VT US","43.0908","-73.1244","274.3","1997",,,,,,,"165","0","99","0","96",,"26","0",,,,,,,,,,,,,"10",",0,0401,","10.3",",0,0401,","1.52",",0,0704,",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.81",",0",,,"97.4",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00438160","SUNDERLAND 2, VT US","43.0908","-73.1244","274.3","1998",,,,,,,"145","0","95","0",,,"15","0",,,,,,,,,,,,,,,"9.0",",0,0225,","2.23",",0,0601,",,,,,,,,,,,,,,,,,,,,,,,,,,,"45.87",",0",,,"43.5",",0",,,,,,,,,,,,,,,,,,,,,,,,
