COUNTY,DATE,CDSD,EMXP,PRCP,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9,HTDD,TAVG,TMAX,TMIN,SNOW,PSUN
Lamoille,2014,246  ,1.935,45.93,246  ,36   ,159  ,84   ,104  ,0    ,-20  ,88   ,30   ,26   ,24   ,20   ,16   ,30   ,22   ,22   ,13   ,13   ,9153.0,51.9 ,32.3 ,20.0,42.1  ,127.2
Lamoille,2014,233  ,1.38 ,35.53 ,233  ,37   ,163  ,77   ,113  ,1    ,-24  ,90   ,30   ,27   ,22   ,13   ,13   ,27   ,27   ,20   ,15   ,15   ,8630  ,53.2 ,32.2 ,20   ,42.7  ,127.2
Lamoille,2014,154  ,1.4  ,45.53 ,154  ,42   ,174  ,90   ,92   ,0    ,-21  ,87   ,32   ,28   ,20   ,20   ,16   ,30   ,23   ,23   ,12   ,12   ,9153  ,50.1 ,31.5 ,20.0,40.8  ,127.2
Lamoille,2014,193.5,1.65 ,45.51 ,193.5,39.5,168.5,87.0,98.0,0.0,-20.5,87.5,30.0,26.5,23.0,18.5,15.0,30.0,25.0,22.5,14.0,14.0,9153.0,51.0,31.85,20.0,41.45,127.2
Lamoille,2014,193.5,2.22 ,46.33 ,193.5,39.5,168.5,87.0,98.0,0.0,-20.5,87.5,30.0,26.5,23.0,18.5,15.0,30.0,25.0,22.5,14.0,14.0,9153.0,51.0,31.85,20.0,41.45,112.6 
Lamoille,2014,9    ,2.58 ,67.56 ,9    ,50   ,205  ,139  ,20   ,0    ,-19  ,77   ,30   ,25   ,24   ,17   ,14   ,30   ,28   ,23   ,16   ,16   ,11323 ,41.3 ,27.2 ,20.0,34.2  ,192.3 
Lamoille,2015,331  ,2.28,46.57,331  ,43   ,159  ,71   ,125  ,1    ,-30  ,90   ,31   ,25   ,23   ,18   ,16   ,28   ,28   ,24   ,17   ,12   ,8485  ,53.6 ,32   ,310.0,42.8  ,113.30000000000001
Lamoille,2015,482  ,1.93 ,22.48 ,482  ,43   ,156  ,67   ,135  ,5    ,-29  ,93   ,31   ,27   ,22   ,17   ,12   ,32   ,22   ,22   ,14   ,14   ,8292  ,55.7 ,32.5 ,310  ,44.1  ,113.30000000000001
Lamoille,2015,180  ,2.28,46.57,180  ,47   ,165  ,86   ,109  ,0    ,-21  ,86   ,32   ,28   ,23   ,17   ,13   ,32   ,28   ,24   ,20   ,15   ,9260  ,51.3 ,30.7 ,310.0,41    ,80.3  
Lamoille,2015,255.5,2.28 ,46.57 ,255.5,45.0,162.0,78.5,117.0,0.5,-29.5,88.0,31.0,27.0,23.0,17.0,14.0,31.5,25.0,23.0,18.5,14.5,8872.5,52.45,31.35,310.0,41.9,113.30000000000001
Lamoille,2015,19   ,2.61 ,67.44 ,19   ,52   ,195  ,119  ,21   ,0    ,-30  ,76   ,29   ,27   ,24   ,15   ,15   ,31   ,20   ,20   ,20   ,16   ,11355 ,42.9 ,27.8 ,310.0,35.3  ,146.3 
Lamoille,2016,271.0,2.13 ,51.34 ,271.0,21.0,174.0,66.0,113.5,0.0,-21.5,88.0,31.0,25.5,23.5,19.0,15.0,31.5,26.0,21.5,17.5,16.0,7543.0,53.8,33.25,20.0,43.75,86.8  
Lamoille,2016,364  ,1.94,45.31,364  ,20   ,167  ,63   ,120  ,0    ,-21  ,89   ,31   ,28   ,24   ,19   ,16   ,31   ,23   ,23   ,16   ,16   ,7288  ,54.7 ,34.4 ,20.0,44.5  ,88.9
Lamoille,2016,303  ,1.1  ,21.65 ,303  ,17   ,169  ,47   ,124  ,1    ,-17  ,90   ,31   ,25   ,23   ,19   ,6    ,30   ,27   ,20   ,19   ,11   ,6915  ,56   ,33.3 ,20   ,44.7  ,88.9
Lamoille,2016,239  ,1.9  ,45.31 ,239  ,22   ,179  ,69   ,107  ,0    ,-22  ,87   ,30   ,26   ,23   ,19   ,15   ,32   ,28   ,24   ,16   ,16   ,7798  ,52.9 ,33.2 ,20.0,43    ,88.9  
Lamoille,2016,271.0,1.94 ,40.44 ,271.0,21.0,174.0,66.0,113.5,0.0,-21.5,88.0,31.0,25.5,23.5,19.0,15.0,31.5,26.0,21.5,17.5,16.0,7543.0,53.8,33.25,20.0,43.75,88.9
Lamoille,2016,31   ,2.77 ,64.61 ,31   ,27   ,197  ,118  ,38   ,0    ,-32  ,76   ,31   ,24   ,24   ,20   ,15   ,32   ,25   ,20   ,20   ,16   ,9860  ,44.9 ,29.7 ,20.0,37.3  ,149.2 
Lamoille,2017,180.0,2.02 ,58.97 ,180.0,26.0,166.0,68.0,108.0,0.0,-15.0,89.0,29.0,25.0,22.0,19.0,15.0,31.0,27.0,22.0,19.0,-1.0,7948.5,53.6,33.0,170.0,43.1,147.4 
Lamoille,2017,270  ,1.8900000000000001,49.41,270  ,26   ,151  ,68   ,108  ,0    ,-14  ,89   ,29   ,24   ,24   ,19   ,15   ,32   ,27   ,19   ,19   ,-1   ,7553  ,53.6 ,34.4 ,170.0,44    ,155.2
Lamoille,2017,180  ,1.76 ,37.15 ,180  ,23   ,171  ,67   ,111  ,0    ,-24  ,89   ,31   ,25   ,22   ,17   ,13   ,29   ,27   ,22   ,19   ,-2   ,7744  ,53.8 ,32.4 ,170  ,43.1  ,155.2
Lamoille,2017,138  ,1.8900000000000001,52.13 ,138  ,26   ,166  ,80   ,96   ,0    ,-15  ,87   ,29   ,28   ,19   ,19   ,16   ,31   ,27   ,22   ,20   ,8    ,8153  ,51.7 ,33   ,170.0,42.3  ,163   
Lamoille,2017,180.0,1.66 ,47.81 ,180.0,26.0,166.0,68.0,108.0,0.0,-15.0,89.0,29.0,25.0,22.0,19.0,15.0,31.0,27.0,22.0,19.0,-1.0,7948.5,53.6,33.0,170.0,43.1,155.2
Lamoille,2017,180.0,2.12 ,49.41 ,180.0,26.0,166.0,68.0,108.0,0.0,-15.0,89.0,29.0,25.0,22.0,19.0,15.0,31.0,27.0,22.0,19.0,-1.0,7948.5,53.6,33.0,170.0,43.1,155.2
Lamoille,2017,180.0,1.8900000000000001,49.41,180.0,26.0,166.0,68.0,108.0,0.0,-15.0,89.0,29.0,25.0,22.0,19.0,15.0,31.0,27.0,22.0,19.0,-1.0,10266 ,53.6,33.0,170.0,43.1,155.2
Lamoille,2018,317.0,2.2  ,55.39 ,317.0,22.0,183.0,65.0,121.0,7.0,-24.0,92.0,31.0,24.0,22.0,16.0,5.0,32.0,27.0,19.0,19.0,13.0,8058.0,53.9,32.3,350.0,43.1,151.5 
Lamoille,2018,317.0,1.88,47.24,317.0,22.0,183.0,65.0,121.0,7.0,-24.0,92.0,31.0,24.0,22.0,16.0,5.0,32.0,27.0,19.0,19.0,13.0,8058  ,53.9,32.3,350.0,43.1,146.05
Lamoille,2018,317.0,1.63 ,39.94 ,317.0,22   ,183  ,65   ,121  ,7    ,-24  ,92   ,31   ,24   ,22   ,16   ,5    ,32   ,27   ,19   ,19   ,13   ,8058.0,53.9 ,32.3 ,350  ,43.1  ,146.05
Lamoille,2018,317.0,1.72 ,47.32 ,317.0,22.0,183.0,65.0,121.0,7.0,-24.0,92.0,31.0,24.0,22.0,16.0,5.0,32.0,27.0,19.0,19.0,13.0,8058.0,53.9,32.3,350.0,43.1,140.6 
Lamoille,2018,317.0,1.88 ,46.81 ,317.0,22.0,183.0,65.0,121.0,7.0,-24.0,92.0,31.0,24.0,22.0,16.0,5.0,32.0,27.0,19.0,19.0,13.0,8058.0,53.9,32.3,350.0,43.1,146.05
Lamoille,2018,317.0,2.15 ,47.24 ,317.0,22.0,183.0,65.0,121.0,7.0,-24.0,92.0,31.0,24.0,22.0,16.0,5.0,32.0,27.0,19.0,19.0,13.0,8058.0,53.9,32.3,350.0,43.1,146.05
Lamoille,2019,160.0,3.64 ,60.31 ,160.0,33.0,178.0,90.0,85.0,0.0,-19.0,88.0,32.0,28.0,22.0,20.0,11.0,32.0,27.0,21.0,17.0,15.0,8855.5,50.2,30.5,180.0,40.4,181.7 
Lamoille,2019,244  ,2.2  ,42.93 ,244  ,33   ,178  ,74   ,106  ,1    ,-19  ,91   ,32   ,27   ,22   ,11   ,11   ,32   ,27   ,21   ,14   ,14   ,8705  ,53   ,30.5 ,180  ,41.7  ,159.89999999999998
Lamoille,2019,160  ,2.88 ,51.6  ,160  ,36   ,175  ,90   ,85   ,0    ,-13  ,88   ,32   ,28   ,24   ,20   ,12   ,29   ,22   ,22   ,17   ,15   ,9006  ,50.2 ,30.5 ,180.0,40.4  ,138.1 
Lamoille,2019,160.0,3.49 ,57.22 ,160.0,33.0,178.0,90.0,85.0,0.0,-19.0,88.0,32.0,28.0,22.0,20.0,11.0,32.0,27.0,21.0,17.0,15.0,8855.5,50.2,30.5,180.0,40.4,159.89999999999998
Lamoille,2019,92   ,3.185,54.41,92   ,28   ,185  ,105  ,48   ,0    ,-23  ,81   ,30   ,28   ,20   ,20   ,11   ,32   ,28   ,20   ,20   ,16   ,8855.5,45.3 ,30.3 ,180.0,37.8  ,159.89999999999998
Orange,1990,156  ,2.53 ,54.61 ,156  ,16   ,163  ,54   ,106  ,0    ,-12  ,88   ,32   ,25   ,21   ,18   ,15   ,30   ,27   ,22   ,19   ,4    ,9043.0,43.6 ,53.9 ,33.3 ,90.1  ,95.85
Orange,1990,220  ,2.38 ,47.85 ,220  ,23   ,193  ,41   ,120  ,1    ,-14  ,90   ,32   ,26   ,22   ,18   ,16   ,32   ,28   ,18   ,18   ,9    ,9043  ,42.8 ,55.6 ,30   ,83.4  ,95.85
Orange,1990,188.0,2.68 ,45.57 ,188.0,19.5,178.0,47.5,113.0,0.5,-13.0,89.0,32.0,25.5,21.5,18.0,15.5,31.0,27.5,20.0,18.5,6.5,9043.0,43.2,54.75,31.65,53.9  ,95.85
Orange,1990,188.0,2.53,46.71,188.0,19.5,178.0,47.5,113.0,0.5,-13.0,89.0,32.0,25.5,21.5,18.0,15.5,31.0,27.5,20.0,18.5,6.5,9043.0,43.2,54.75,31.65,122   ,95.85
Orange,1990,188.0,2.53,40.16 ,188.0,19.5,178.0,47.5,113.0,0.5,-13.0,89.0,32.0,25.5,21.5,18.0,15.5,31.0,27.5,20.0,18.5,6.5,9043.0,43.2,54.75,31.65,68.5  ,95.85
Orange,1991,168  ,1.89 ,39.76 ,168  ,28   ,166  ,64   ,110  ,0    ,-14  ,89   ,32   ,28   ,24   ,16   ,16   ,31   ,26   ,21   ,20   ,10   ,7733  ,43.1 ,53.6 ,32.6 ,59.6  ,95.85
Orange,1991,156  ,1.68 ,36.99 ,156  ,41   ,198  ,55   ,127  ,4    ,-18  ,94   ,31   ,26   ,23   ,20   ,16   ,30   ,27   ,19   ,19   ,12   ,8169  ,42.1 ,55.4 ,28.7 ,57.4  ,95.85
Orange,1991,162.0,2.38 ,35.28 ,162.0,34.5,182.0,59.5,118.5,2.0,-16.0,91.5,31.5,27.0,23.5,18.0,16.0,30.5,26.5,20.0,19.5,11.0,7951.0,42.6,54.5,30.65,52.4  ,95.85
Orange,1991,162.0,2.83 ,38.98 ,162.0,34.5,182.0,59.5,118.5,2.0,-16.0,91.5,31.5,27.0,23.5,18.0,16.0,30.5,26.5,20.0,19.5,11.0,7951.0,42.6,54.5,30.65,86    ,95.85
Orange,1992,57   ,1.52 ,36.26 ,57   ,31   ,201  ,74   ,77   ,0    ,-18  ,84   ,25   ,25   ,24   ,20   ,14   ,31   ,26   ,24   ,17   ,16   ,8948  ,39.3 ,49.6 ,29   ,50    ,95.85
Orange,1992,76   ,1.67 ,33.56 ,76   ,42   ,207  ,59   ,101  ,0    ,-19  ,87   ,32   ,25   ,24   ,20   ,16   ,32   ,27   ,23   ,16   ,16   ,9159  ,39.6 ,52.5 ,26.7 ,53.3  ,95.85
Orange,1992,66.5,1.86 ,32.25 ,66.5,36.5,204.0,66.5,89.0,0.0,-18.5,85.5,28.5,25.0,24.0,20.0,15.0,31.5,26.5,23.5,16.5,16.0,9053.5,39.45,51.05,27.85,34.8  ,95.85
Orange,1992,66.5,1.22 ,30.09 ,66.5,36.5,204.0,66.5,89.0,0.0,-18.5,85.5,28.5,25.0,24.0,20.0,15.0,31.5,26.5,23.5,16.5,16.0,9053.5,39.45,51.05,27.85,69.7  ,95.85
Orange,1993,142  ,1.55 ,36.65 ,142  ,44   ,192  ,74   ,87   ,0    ,-29  ,87   ,32   ,27   ,23   ,17   ,16   ,32   ,27   ,23   ,20   ,13   ,9412  ,39.8 ,50.4 ,29.2 ,111.5 ,95.85
Orange,1993,189  ,2.65 ,35.46 ,189  ,48   ,208  ,60   ,109  ,5    ,-32  ,91   ,24   ,24   ,24   ,17   ,14   ,32   ,28   ,22   ,19   ,15   ,9175  ,40.4 ,53.9 ,27   ,85.7  ,95.85
Orange,1993,165.5,1.69 ,32.26 ,165.5,46.0,200.0,67.0,98.0,2.5,-30.5,89.0,28.0,25.5,23.5,17.0,15.0,32.0,27.5,22.5,19.5,14.0,9293.5,40.099999999999994,52.15,28.1,67    ,95.85
Orange,1993,165.5,1.7  ,37.44 ,165.5,46.0,200.0,67.0,98.0,2.5,-30.5,89.0,28.0,25.5,23.5,17.0,15.0,32.0,27.5,22.5,19.5,14.0,9293.5,40.099999999999994,52.15,28.1,167.9 ,95.85
Orange,1994,235  ,1.66 ,38.15 ,235  ,54   ,207  ,66   ,105  ,5    ,-36  ,95   ,31   ,20   ,20   ,20   ,14   ,31   ,28   ,24   ,14   ,14   ,9438  ,40.1 ,53.6 ,26.6 ,97    ,95.85
Orange,1994,235.0,1.7  ,34.02 ,235.0,54.0,207.0,66.0,105.0,5.0,-36.0,95.0,31.0,20.0,20.0,20.0,14.0,31.0,28.0,24.0,14.0,14.0,9438.0,40.1,53.6,26.6,83.8  ,95.85
Orange,1994,235.0,2.56 ,34.47 ,235.0,54.0,207.0,66.0,105.0,5.0,-36.0,95.0,31.0,20.0,20.0,20.0,14.0,31.0,28.0,24.0,14.0,14.0,9438.0,40.1,53.6,26.6,153.8 ,95.85
Orange,1995,210  ,2.16 ,35.74 ,210  ,35   ,199  ,70   ,112  ,6    ,-25  ,94   ,29   ,27   ,23   ,9    ,9    ,32   ,27   ,21   ,20   ,16   ,8518  ,41.2 ,54.3 ,28.1 ,70    ,95.85
Orange,1995,210.0,2.36 ,34.73 ,210.0,35.0,199.0,70.0,112.0,6.0,-25.0,94.0,29.0,27.0,23.0,9.0,9.0,32.0,27.0,21.0,20.0,16.0,8518.0,41.2,54.3,28.1,74.7  ,95.85
Orange,1995,210.0,1.37 ,32.05 ,210.0,35.0,199.0,70.0,112.0,6.0,-25.0,94.0,29.0,27.0,23.0,9.0,9.0,32.0,27.0,21.0,20.0,16.0,8518.0,41.2,54.3,28.1,130.7 ,95.85
Orange,1996,129  ,2.58 ,50.31 ,129  ,35   ,205  ,64   ,108  ,0    ,-25  ,89   ,29   ,23   ,23   ,20   ,9    ,30   ,28   ,24   ,20   ,11   ,9031  ,41.4 ,53.4 ,29.4 ,102   ,95.85
Orange,1996,129.0,2.25 ,43.37 ,129.0,35.0,205.0,64.0,108.0,0.0,-25.0,89.0,29.0,23.0,23.0,20.0,9.0,30.0,28.0,24.0,20.0,11.0,9031.0,41.4,53.4,29.4,123.6,95.85
Orange,1996,129.0,2.86 ,44.67 ,129.0,35.0,205.0,64.0,108.0,0.0,-25.0,89.0,29.0,23.0,23.0,20.0,9.0,30.0,28.0,24.0,20.0,11.0,9031.0,41.4,53.4,29.4,145.2 ,95.85
Orange,1997,105  ,1.85 ,35.53 ,105  ,40   ,211  ,62   ,106  ,0    ,-28  ,87   ,27   ,27   ,24   ,18   ,16   ,32   ,28   ,23   ,20   ,15   ,8858  ,39.9 ,53.3 ,26.5 ,86.3  ,95.85
Orange,1997,105.0,1.68 ,33.02 ,105.0,40.0,211.0,62.0,106.0,0.0,-28.0,87.0,27.0,27.0,24.0,18.0,16.0,32.0,28.0,23.0,20.0,15.0,8858.0,39.9,53.3,26.5,81.3  ,95.85
Orange,1997,105.0,1.93 ,43.61 ,105.0,40.0,211.0,62.0,106.0,0.0,-28.0,87.0,27.0,27.0,24.0,18.0,16.0,32.0,28.0,23.0,20.0,15.0,8858.0,39.9,53.3,26.5,177.7 ,95.85
Orange,1998,200  ,2.55 ,40.09 ,200  ,19   ,183  ,34   ,126  ,1    ,-20  ,90   ,28   ,28   ,22   ,20   ,15   ,32   ,25   ,24   ,18   ,11   ,8208  ,44.4 ,57.1 ,31.8 ,55.2  ,95.85
Orange,1998,200.0,2.47 ,33.91 ,200.0,19.0,183.0,34.0,126.0,1.0,-20.0,90.0,28.0,28.0,22.0,20.0,15.0,32.0,25.0,24.0,18.0,11.0,8208.0,44.4,57.1,31.8,56.3  ,95.85
Orange,1998,200.0,2.51,37.0,200.0,19.0,183.0,34.0,126.0,1.0,-20.0,90.0,28.0,28.0,22.0,20.0,15.0,32.0,25.0,24.0,18.0,11.0,8208.0,44.4,57.1,31.8,101.8 ,95.85
Orange,1999,317.0,4.71 ,41.35 ,317.0,22.0,167.0,52   ,130  ,6    ,-19.0,96   ,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,8019  ,47.2,56.6 ,35.0,70.2  ,95.85
Orange,1999,317.0,3.53 ,33.79 ,317.0,22.0,167.0,52.0,130.0,6.0,-19.0,96.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,8019.0,47.2,56.6,35.0,52.3  ,95.85
Orange,1999,317.0,4.99 ,44.86 ,317.0,22.0,167.0,52.0,130.0,6.0,-19.0,96.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,8019.0,47.2,56.6,35.0,113.8 ,95.85
Orange,2000,317.0,1.61 ,37.34 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,96.85,95.85
Orange,2000,317.0,2.17 ,43.13 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,124.8 ,95.85
Orange,2000,317.0,1.53 ,42.17 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,68.9  ,95.85
Orange,2005,317.0,4.81,46.09,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,127.8 ,95.85
Orange,2005,317.0,4.81 ,46.09 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,55.4  ,95.85
Orange,2006,192.0,1.8  ,47.07 ,192.0,11.0,169.0,60.0,80.0,0.0,-5.0,89.0,29.0,28.0,23.0,19.0,8.0,31.0,28.0,24.0,20.0,11.0,7759.0,43.6,52.7,34.6,32    ,95.85
Orange,2006,192  ,2.23 ,51.67 ,192  ,11   ,169  ,60   ,80   ,0    ,-5   ,89   ,29   ,28   ,23   ,19   ,8    ,31   ,28   ,24   ,20   ,11   ,7759.0,43.6 ,52.7 ,34.6 ,55.7  ,95.85
Orange,2006,192.0,2.015,49.370000000000005,192.0,11.0,169.0,60.0,80.0,0.0,-5.0,89.0,29.0,28.0,23.0,19.0,8.0,31.0,28.0,24.0,20.0,11.0,7759.0,43.6,52.7,34.6,27.3  ,95.85
Orange,2007,317.0,1.7  ,39.48 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,86.7  ,95.85
Orange,2008,136  ,1.91 ,54.56 ,136  ,18   ,178  ,88   ,95   ,1    ,-13  ,90   ,31   ,27   ,24   ,20   ,13   ,26   ,26   ,24   ,19   ,10   ,8576  ,41.7 ,51.5 ,31.9 ,135.6 ,95.85
Orange,2008,136.0,2.41 ,48.97 ,136.0,18.0,178.0,88.0,95.0,1.0,-13.0,90.0,31.0,27.0,24.0,20.0,13.0,26.0,26.0,24.0,19.0,10.0,8576.0,41.7,51.5,31.9,85.4  ,95.85
Orange,2009,117.5,2.5  ,36.22 ,117.5,27.0,174.5,81.5,63.5,0.0,-15.0,85.5,30.0,27.0,23.5,18.0,15.0,31.5,25.0,23.0,19.0,15.0,8857.0,40.65,49.45,31.9,57.5  ,95.85
Orange,2009,115  ,1.81 ,52.7  ,115  ,26   ,171  ,84   ,55   ,0    ,-11  ,85   ,29   ,27   ,23   ,20   ,14   ,31   ,22   ,22   ,19   ,14   ,8857.0,40.4 ,48.5 ,32.4 ,97.2  ,95.85
Orange,2009,120  ,2.8  ,46.43 ,120  ,28   ,178  ,79   ,72   ,0    ,-19  ,86   ,31   ,27   ,24   ,16   ,16   ,32   ,28   ,24   ,19   ,16   ,8857  ,40.9 ,50.4 ,31.4 ,75.5  ,95.85
Orange,2009,117.5,2.21 ,43.63 ,117.5,27.0,174.5,81.5,63.5,0.0,-15.0,85.5,30.0,27.0,23.5,18.0,15.0,31.5,25.0,23.0,19.0,15.0,8857.0,40.65,49.45,31.9,54    ,95.85
Orange,2010,265.5,4.5  ,41.2  ,265.5,10.0,170.0,80.0,92.0,0.0,-12.0,88.5,31.5,27.0,20.0,19.0,15.5,29.0,27.5,23.5,10.5,10.5,8155.0,47.0,42.9,34.9,43.4  ,49.5
Orange,2010,270  ,3.75 ,53.91 ,270  ,10   ,162  ,83   ,86   ,0    ,-13  ,88   ,31   ,28   ,22   ,20   ,16   ,27   ,27   ,23   ,11   ,11   ,8259  ,42.9 ,50.5 ,35.3 ,55.6  ,49.5
Orange,2010,261  ,3.71 ,48.04 ,261  ,10   ,178  ,77   ,98   ,0    ,-11  ,89   ,32   ,26   ,18   ,18   ,15   ,31   ,28   ,24   ,10   ,10   ,8051  ,43.5 ,52.6 ,34.5 ,61.4  ,49.5
Orange,2010,265.5,3.52 ,39.35 ,265.5,10.0,170.0,80.0,92.0,0.0,-12.0,88.5,31.5,27.0,20.0,19.0,15.5,29.0,27.5,23.5,10.5,10.5,8155.0,47.0,42.9,34.9,33.4  ,49.5
Orange,2010,265.5,4.5  ,41.2  ,265.5,10.0,170.0,80.0,92.0,0.0,-12.0,88.5,31.5,27.0,20.0,19.0,15.5,29.0,27.5,23.5,10.5,10.5,8155.0,47.0,42.9,34.9,43.45,43.4  
Orange,2010,270  ,3.75 ,53.91 ,270  ,10   ,162  ,83   ,86   ,0    ,-13  ,88   ,31   ,28   ,22   ,20   ,16   ,27   ,27   ,23   ,11   ,11   ,8259  ,50.5 ,35.3 ,34.9,42.9  ,55.6  
Orange,2010,261  ,3.71 ,48.04 ,261  ,10   ,178  ,77   ,98   ,0    ,-11  ,89   ,32   ,26   ,18   ,18   ,15   ,31   ,28   ,24   ,10   ,10   ,8051  ,52.6 ,34.5 ,34.9,43.5  ,61.4  
Orange,2010,265.5,3.52 ,39.35 ,265.5,10.0,170.0,80.0,92.0,0.0,-12.0,88.5,31.5,27.0,20.0,19.0,15.5,29.0,27.5,23.5,10.5,10.5,8155.0,47.0,42.9,34.9,43.45,33.4  
Orange,2011,222.0,2.33 ,40.98 ,222.0,30.0,171.0,74.0,107.0,2.0,-23.0,90.0,30.0,27.0,24.0,18.0,16.0,32.0,27.0,23.0,19.0,15.0,8782.0,52.7,33.5,35.0,43.0,95.85
Orange,2011,222  ,5.7  ,51.85 ,222  ,30   ,178  ,74   ,104  ,2    ,-23  ,90   ,32   ,27   ,24   ,19   ,16   ,32   ,27   ,23   ,19   ,16   ,8820  ,52.7 ,32.6 ,35.0,42.7  ,95.85
Orange,2011,190  ,4.3  ,48.48 ,190  ,21   ,166  ,77   ,107  ,0    ,-20  ,89   ,29   ,26   ,24   ,16   ,16   ,32   ,28   ,23   ,19   ,14   ,8744  ,52.5 ,33.6 ,35.0,43    ,95.85
Orange,2011,427  ,3.4  ,50.72 ,427  ,30   ,171  ,55   ,127  ,6    ,-27  ,96   ,30   ,27   ,23   ,18   ,16   ,31   ,24   ,24   ,20   ,15   ,8782.0,56.6 ,33.5 ,35.0,45.1  ,95.85
Orange,2012,213.0,2.36 ,44.94 ,213.0,12.0,166.0,64.0,115.0,0.0,-13.0,89.0,23.0,22.0,22.0,16.0,16.0,32.0,27.0,23.0,17.0,16.0,7490.0,54.2,34.7,35.0,44.4,72.65
Orange,2012,191  ,2.13 ,41.96 ,191  ,12   ,173  ,64   ,115  ,0    ,-17  ,89   ,30   ,22   ,22   ,15   ,15   ,32   ,27   ,23   ,17   ,16   ,7648  ,54.1 ,33.8 ,35.0,43.9  ,79    
Orange,2012,213  ,1.91 ,41.51 ,213  ,12   ,164  ,68   ,111  ,0    ,-12  ,89   ,23   ,23   ,23   ,16   ,16   ,32   ,27   ,23   ,15   ,15   ,7490  ,54.2 ,34.7 ,35.0,44.4  ,66.3  
Orange,2012,416  ,2.13,41.96,416  ,9    ,166  ,34   ,130  ,6    ,-13  ,94   ,22   ,22   ,22   ,18   ,16   ,32   ,28   ,24   ,19   ,16   ,6751  ,58.4 ,35.4 ,35.0,46.9  ,72.65
Orange,2013,262  ,1.4  ,47.09 ,262  ,30   ,195  ,84   ,94   ,0    ,-21  ,85   ,31   ,28   ,18   ,18   ,16   ,32   ,27   ,24   ,20   ,14   ,8426  ,51.2 ,31.3 ,35.0,41.2  ,102.7 
Orange,2013,471  ,1.4,36.39 ,471  ,18   ,189  ,57   ,126  ,10   ,-19  ,93   ,31   ,28   ,18   ,18   ,16   ,32   ,28   ,24   ,19   ,12   ,7557  ,55.8 ,33   ,35.0,44.4  ,102.7
Orange,2014,127  ,1.64 ,42.18 ,127  ,51   ,189  ,91   ,93   ,1    ,-22  ,90   ,30   ,28   ,24   ,19   ,16   ,32   ,28   ,23   ,16   ,16   ,9486  ,50.2 ,29.6 ,35.0,39.9  ,118.3 
Orange,2014,200.5,2.28,41.935,200.5,48.5,184.0,80.5,108.0,2.0,-22.0,91.5,30.0,28.0,22.0,19.5,16.0,31.5,28.0,23.5,18.0,10.5,9109  ,52.3,30.450000000000003,35.0,41.4,118.3
Orange,2014,274  ,2.92 ,41.69 ,274  ,46   ,179  ,70   ,123  ,3    ,-22  ,93   ,30   ,28   ,20   ,20   ,16   ,31   ,28   ,24   ,20   ,5    ,8566  ,54.4 ,31.3 ,35.0,42.9  ,118.3
Orange,2015,164  ,2.84 ,44.08 ,164  ,59   ,181  ,75   ,111  ,0    ,-25  ,87   ,32   ,28   ,19   ,19   ,16   ,32   ,27   ,24   ,17   ,13   ,9506  ,51.9 ,29   ,35.0,40.5  ,74.9  
Orange,2015,426  ,1.72 ,37.33 ,426  ,44   ,176  ,67   ,138  ,6    ,-25  ,93   ,31   ,21   ,21   ,18   ,14   ,28   ,28   ,23   ,19   ,11   ,8503  ,56.5 ,31   ,35.0,43.8  ,50.1  
Orange,2016,497.0,1.92 ,39.39 ,497.0,19.0,178.0,42.0,133.0,9.0,-16.0,94.0,31.0,25.0,24.0,18.0,16.0,31.0,28.0,24.0,12.0,12.0,7892  ,58.0,34.2,35.0,46.1,71.7  
Orange,2016,497  ,1.92,35.53 ,497  ,19   ,178  ,42   ,133  ,9    ,-16  ,94   ,31   ,25   ,24   ,18   ,16   ,31   ,28   ,24   ,12   ,12   ,7000  ,58   ,34.2 ,35.0,46.1  ,71.7
